Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR000014582020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,ITM - Ázsia-Európa Találkozó,Szolgáltatás megrendelés,206172712.0,HUF,HU,2019-11-22,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,,EKR000014582020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000105662020,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,EKRSZ_35803375,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,8 csoport egyszerű és átszelési kitérő beszerzése,Árubeszerzés,498000000.0,HUF,HU11,2021-03-24,1.0,10655436-2-10,Vamav Vasúti Berendezések Korlátolt Felelősségű Társaság,34946000-0,Nem,Igen,Nem,2021-04-13,Nem,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Vamav Vasúti Berendezések Kft.,Kft.,-20 days,EKR000105662020_Vamav Vasúti Berendezések Kft.
EKR000181792020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,EXIM 2020 kommunikáció és rend.szerv. feladatok,Szolgáltatás megrendelés,388000000.0,HUF,HU110,2020-01-31,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000181792020_New Land Media Reklám Kft.
EKR000181932020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,NSÜ - Giro d'Italia verseny,Szolgáltatás megrendelés,33000000.0,HUF,HU,2020-02-03,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,,EKR000181932020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000455822020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,MK - AKI 20.,Szolgáltatás megrendelés,6299212598.0,HUF,HU,2020-04-09,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000455822020_New Land Media Reklám Kft.
EKR000466002020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,komplex kommunikációs és rendezvényszervezési fel_,Szolgáltatás megrendelés,716990000.0,HUF,HU,2020-03-10,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000466002020_New Land Media Reklám Kft.
EKR000465142020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,KSH - Népszámlálás 2021.,Szolgáltatás megrendelés,175590000.0,HUF,HU,2020-05-06,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000465142020_New Land Media Reklám Kft.
EKR000527152020,Nemzeti Kommunikációs Hivatal,15827186241,N - Központi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),TMÜ részére komplex kommunikáció-Balaton felvidék,Szolgáltatás megrendelés,38861000.0,HUF,HU223|HU213|HU110,2021-03-30,6.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79342200-5,Igen,Igen,Igen,2021-04-14,Igen,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,-15 days,EKR000527152020_New Land Media Reklám Kft.
EKR000530912020,Nemzeti Kommunikációs Hivatal,15827186241,N - Központi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),TMÜ részére komplex kommunikáció - Hollókő (488),Szolgáltatás megrendelés,40735120.0,HUF,HU110|HU313,2021-03-31,6.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79342200-5,Igen,Igen,Igen,2021-04-14,Igen,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,-14 days,EKR000530912020_New Land Media Reklám Kft.
EKR000547932020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,2020 Vízilabda EB rendezvényszervezés NSÜ részére,Szolgáltatás megrendelés,441150000.0,HUF,HU,2019-12-12,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,,EKR000547932020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000553092020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Kompl.kommunikációs feladatok-Liget Bp (13),Szolgáltatás megrendelés,600000000.0,HUF,HU,2020-04-24,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000553092020_New Land Media Reklám Kft.
EKR000561662020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Hirdetmény közzététele nélküli tárgyalásos eljárás,2020. aug. 20-i tűzijáték szervezése a TMÜ részére,Szolgáltatás megrendelés,1300000000.0,HUF,HU11,2020-06-19,3.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79952000-2,Nem,Igen,Nem,2020-07-02,Igen,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,-13 days,EKR000561662020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000609322020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,TMÜ - média és kutatás 2020 II. ütem,Szolgáltatás megrendelés,2160000000.0,HUF,HU,2020-06-15,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000609322020_New Land Media Reklám Kft.
EKR000612012020,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Lapos és átmeneti hajlított hevederek beszerzése,Árubeszerzés,134000000.0,HUF,HU110,2021-01-25,1.0,"10655436210,HU10655436",Vamav Vasúti Berendezések Korlátolt Felelősségű Társaság,34946100-1,Nem,Igen,Nem,2021-02-02,Nem,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Vamav Vasúti Berendezések Kft.,Kft.,-8 days,EKR000612012020_Vamav Vasúti Berendezések Kft.
EKR000595612020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"""Modern Vállalkozások Programja""_MKIK-INFOTÉR r.",Szolgáltatás megrendelés,782829448.0,HUF,HU110|HU12,2021-05-19,2.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79342200-5,Igen,Igen,Igen,2021-06-06,Igen,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,-18 days,EKR000595612020_New Land Media Reklám Kft.
EKR000651022020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Magyar Posta Zrt. 2020-21. évi komplex komm.,Szolgáltatás megrendelés,843300000.0,HUF,HU110,2020-07-20,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000651022020_New Land Media Reklám Kft.
EKR000658962020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Rendezvények a Várkapitányság részére,Szolgáltatás megrendelés,350696000.0,HUF,HU110,2020-06-18,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,,EKR000658962020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000684112020,Nemzeti Kommunikációs Hivatal,15827186241,N - Központi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Médiakampány a BVOP részére,Szolgáltatás megrendelés,16535433.0,HUF,HU110,2020-09-30,2.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79342200-5,Igen,Igen,Igen,2020-10-08,Igen,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,-8 days,EKR000684112020_New Land Media Reklám Kft.
EKR000735012020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,BVOP médiaügynökségi feladatok toborzáshoz,Szolgáltatás megrendelés,50000000.0,HUF,HU110,2020-05-04,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000735012020_New Land Media Reklám Kft.
EKR000754622020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,TMÜ - média és kutatás 2020. III. ütem,Szolgáltatás megrendelés,2650000000.0,HUF,HU,2020-07-08,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79342200-5,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000754622020_New Land Media Reklám Kft.
EKR000753452020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,TMÜ - Magyarország értékeinek bemutatása,Szolgáltatás megrendelés,2204000000.0,HUF,HU,2020-07-13,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000753452020_New Land Media Reklám Kft.
EKR000783552020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Keretmegállapodás - KM06-REND-2019,Szolgáltatás megrendelés,72000000.0,HUF,HU,2020-07-23,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,,EKR000783552020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000814122020,Nemzeti Kommunikációs Hivatal,EKRSZ_28360577,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Negyedéves tájékoztató - Szervezetfej. 2021. III.,Szolgáltatás megrendelés,760340595.0,HUF,HU,2021-08-10,1.0,,P2M Informatika Szolgáltató Kft.,79000000-4,Nem,Igen,Igen,2021-10-20,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,P2M Informatika Kft.,Kft.,-71 days,EKR000814122020_P2M Informatika Kft.
EKR000814122020,Nemzeti Kommunikációs Hivatal,EKRSZ_28360577,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Negyedéves tájékoztató - Szervezetfej. 2021. III.,Szolgáltatás megrendelés,760340595.0,HUF,HU,2021-08-17,1.0,,P2M Informatika Szolgáltató Kft.,79000000-4,Nem,Igen,Igen,2021-10-20,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,P2M Informatika Kft.,Kft.,-64 days,EKR000814122020_P2M Informatika Kft.
EKR000814122020,Nemzeti Kommunikációs Hivatal,EKRSZ_28360577,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Negyedéves tájékoztató - Szervezetfej. 2021. III.,Szolgáltatás megrendelés,760340595.0,HUF,HU,2021-08-25,1.0,,P2M Informatika Szolgáltató Kft.,79000000-4,Nem,Igen,Igen,2021-10-20,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,P2M Informatika Kft.,Kft.,-56 days,EKR000814122020_P2M Informatika Kft.
EKR000814122020,Nemzeti Kommunikációs Hivatal,EKRSZ_28360577,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Negyedéves tájékoztató - Szervezetfej. 2021. III.,Szolgáltatás megrendelés,760340595.0,HUF,HU,2021-07-20,1.0,,P2M Informatika Szolgáltató Kft.,79000000-4,Nem,Igen,Igen,2021-10-20,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,P2M Informatika Kft.,Kft.,-92 days,EKR000814122020_P2M Informatika Kft.
EKR000814122020,Nemzeti Kommunikációs Hivatal,EKRSZ_28360577,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Negyedéves tájékoztató - Szervezetfej. 2021. III.,Szolgáltatás megrendelés,760340595.0,HUF,HU,2021-07-21,1.0,,P2M Informatika Szolgáltató Kft.,79000000-4,Nem,Igen,Igen,2021-10-20,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,P2M Informatika Kft.,Kft.,-91 days,EKR000814122020_P2M Informatika Kft.
