Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR001609532019,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Koronaélen kívüli területek kaszálása 2019,Szolgáltatás megrendelés,799000000.0,HUF,HU333|HU331|HU332|HU232|HU233|HU231,2020-07-06,3.0,"26257745207, HU26257745",KifüKar Zártkörűen Működő Részvénytársaság,77310000-6,Nem,Igen,Igen,2020-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Kifükar Zrt.,Zrt.,-8 days,EKR001609532019_Kifükar Zrt.
EKR001613632019,Magyar Földgáztároló Zártkörűen Működő Részvénytársaság,12543317244,,KO - Egyéb tevékenység:,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Kútmunkálati folyadék szolgáltatások 3 évre-2019,Szolgáltatás megrendelés,340000000.0,HUF,HU,2020-05-25,1.0,"11264965216,HU11264965",Mb 2001 Olajipari Szolgáltató Kft.,76100000-4,Nem,Igen,Igen,2020-06-18,Igen,Nem,Igen,Magyar Földgáztároló Zrt.,Zrt.,Mb 2001 Olajipari Kft.,Kft.,-24 days,EKR001613632019_Mb 2001 Olajipari Kft.
EKR001613632019,Magyar Földgáztároló Zártkörűen Működő Részvénytársaság,12543317244,,KO - Egyéb tevékenység:,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Kútmunkálati folyadék szolgáltatások 3 évre-2019,Szolgáltatás megrendelés,340000000.0,HUF,HU,2020-05-25,1.0,23458143242,Reolgáz Mérnökiroda És Szolgáltató Kft.,76100000-4,Nem,Igen,Igen,2020-06-18,Igen,Nem,Igen,Magyar Földgáztároló Zrt.,Zrt.,Reolgáz Mérnökiroda És Kft.,Kft.,-24 days,EKR001613632019_Reolgáz Mérnökiroda És Kft.
EKR001613872019,Magyar Földgáztároló Zártkörűen Működő Részvénytársaság,12543317244,,KO - Egyéb tevékenység:,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Csövezési szolgáltatás 3 évre - 2019,Szolgáltatás megrendelés,230000000.0,HUF,HU,2020-06-11,1.0,"11264965216,HU11264965",Mb 2001 Olajipari Szolgáltató Kft.,76100000-4,Nem,Igen,Igen,2020-06-24,Igen,Nem,Igen,Magyar Földgáztároló Zrt.,Zrt.,Mb 2001 Olajipari Kft.,Kft.,-13 days,EKR001613872019_Mb 2001 Olajipari Kft.
EKR001613872019,Magyar Földgáztároló Zártkörűen Működő Részvénytársaság,12543317244,,KO - Egyéb tevékenység:,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Csövezési szolgáltatás 3 évre - 2019,Szolgáltatás megrendelés,230000000.0,HUF,HU,2020-06-11,1.0,23458143242,Reolgáz Mérnökiroda És Szolgáltató Kft.,76100000-4,Nem,Igen,Igen,2020-06-24,Igen,Nem,Igen,Magyar Földgáztároló Zrt.,Zrt.,Reolgáz Mérnökiroda És Kft.,Kft.,-13 days,EKR001613872019_Reolgáz Mérnökiroda És Kft.
EKR001621682019,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Mikulás ünnepség a NISZ Zrt. részére,Szolgáltatás megrendelés,23950000.0,HUF,HU110,2019-11-26,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,2020-02-03,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,-69 days,EKR001621682019_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000001412020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,MNV Zrt.humáp. tev. kommunik. mediaügynöks.feladat,Szolgáltatás megrendelés,28000000.0,HUF,HU11,2019-10-16,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,,EKR000001412020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000006772020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Közúti határátkelők akadálymentesítése,Szolgáltatás megrendelés,173770600.0,HUF,HU110,2020-10-05,4.0,"25312652243,HU25312652",Flavus Mérnökiroda Korlátolt Felelősségű Társaság,71320000-7,Nem,Igen,Igen,2020-10-18,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Flavus Mérnökiroda Kft.,Kft.,-13 days,EKR000006772020_Flavus Mérnökiroda Kft.
EKR000006772020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Közúti határátkelők akadálymentesítése,Szolgáltatás megrendelés,173770600.0,HUF,HU110,2020-10-05,6.0,"13260534243,HU13260534","Via Futura Mérnöki, Tanácsadó És Szolgáltató Kft.",71320000-7,Nem,Igen,Igen,2020-10-18,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Via Futura Mérnöki, Tanácsadó És Kft.",Kft.,-13 days,"EKR000006772020_Via Futura Mérnöki, Tanácsadó És Kft."
EKR000006772020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Közúti határátkelők akadálymentesítése,Szolgáltatás megrendelés,173770600.0,HUF,HU110,2020-10-05,7.0,"23139640241,HU23139640",Create Value Szolgáltató És Tanácsadó Korlátolt Felelősségű Társaság,71320000-7,Nem,Igen,Igen,2020-10-18,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Create Value És Tanácsadó Kft.,Kft.,-13 days,EKR000006772020_Create Value És Tanácsadó Kft.
EKR000006772020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Közúti határátkelők akadálymentesítése,Szolgáltatás megrendelés,173770600.0,HUF,HU110,2020-10-05,5.0,"23139640241,HU23139640",Create Value Szolgáltató És Tanácsadó Korlátolt Felelősségű Társaság,71320000-7,Nem,Igen,Igen,2020-10-18,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Create Value És Tanácsadó Kft.,Kft.,-13 days,EKR000006772020_Create Value És Tanácsadó Kft.
EKR000011112020,Nemzeti Egészségbiztosítási Alapkezelő,15328106241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,"Tételes elsz. baricitinib,tofacitinib HA gyógyszer",Árubeszerzés,2122806168.0,HUF,HU221|HU233|HU232|HU312|HU222|HU231|HU223|HU211|HU120|HU212|HU213|HU110|HU311|HU323|HU322|HU331|HU333|HU332|HU321,2020-07-23,1.0,"25560611241,HU25560611",Clear Pharma Zrt.,33690000-3,Nem,Igen,Igen,2020-08-06,Nem,Nem,Igen,Nemzeti Egészségbiztosítási Alapkezelő,,Clear Pharma Zrt.,Zrt.,-14 days,EKR000011112020_Clear Pharma Zrt.
EKR000011112020,Nemzeti Egészségbiztosítási Alapkezelő,15328106241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,"Tételes elsz. baricitinib,tofacitinib HA gyógyszer",Árubeszerzés,2122806168.0,HUF,HU333|HU331|HU332|HU321|HU110|HU233|HU313|HU312|HU231|HU221|HU222|HU232|HU223|HU212|HU213|HU211|HU311|HU323|HU322,2020-07-22,1.0,"12258808242,HU12258808",Medimpex GyógyszerNagykereskedelmi Zrt.,33690000-3,Nem,Igen,Nem,2020-08-06,Nem,Nem,Igen,Nemzeti Egészségbiztosítási Alapkezelő,,Medimpex Gyógyszernagykereskedelmi Zrt.,Zrt.,-15 days,EKR000011112020_Medimpex Gyógyszernagykereskedelmi Zrt.
EKR000014582020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,ITM - Ázsia-Európa Találkozó,Szolgáltatás megrendelés,206172712.0,HUF,HU,2019-11-22,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,,EKR000014582020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000052562020,Magyar Földgáztároló Zártkörűen Működő Részvénytársaság,12543317244,,KO - Egyéb tevékenység:,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Szűrőcsere szerviz szolgáltatás - 2020,Szolgáltatás megrendelés,250000000.0,HUF,HU321,2020-06-30,1.0,"22248460241,22248460",Halliburton Company Germany Gmbh Magyarországi Fióktelepe,76000000-3,Nem,Igen,Igen,2020-10-20,Igen,Nem,Igen,Magyar Földgáztároló Zrt.,Zrt.,Halliburton Company Germany Gmbh Magyarországi Fióktelepe,,-112 days,EKR000052562020_Halliburton Company Germany Gmbh Magyarországi Fióktelepe
EKR000082732020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Telepített növények ápolása 2020-2022,Szolgáltatás megrendelés,68150400.0,HUF,HU,2020-10-08,4.0,"11355256220,HU11355256",Fitotron System Kft,77310000-6,Nem,Igen,Igen,2020-10-26,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Fitotron System Kft.,Kft.,-18 days,EKR000082732020_Fitotron System Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"11876566215,HU11876566",KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Igen,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Kevíz 21 Építőipari Zrt.,Zrt.,-10 days,EKR000096522020_Kevíz 21 Építőipari Zrt.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"12523326215,HU12523326",Zemplénkő KeletMagyarországi Építőipari Fővállalkozó És Bányászati Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Igen,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Zemplénkő Keletmagyarországi Építőipari Fővállalkozó És Bányászati Kft.,Kft.,-10 days,EKR000096522020_Zemplénkő Keletmagyarországi Építőipari Fővállalkozó És Bányászati Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-10 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"28733232403,HU17780890",Duna Aszfalt Út És Mélyépítő Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Nem,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Zrt.,-10 days,EKR000096522020_Duna Aszfalt Út És Mélyépítő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU231,2021-04-01,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-104 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU233,2021-04-01,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-104 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU232,2021-04-01,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-104 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU232,2021-04-08,3.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-97 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU331,2021-05-10,3.0,28733232403,Duna Aszfalt Út És Mélyépítő Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Nem,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Zrt.,-65 days,EKR000096522020_Duna Aszfalt Út És Mélyépítő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU331,2021-05-10,3.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-65 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU233,2021-06-11,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-33 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU331,2021-06-09,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-35 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,19913788070.0,HUF,HU321,2021-04-12,3.0,28733232403,Duna Aszfalt Út És Mélyépítő Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Nem,2021-08-04,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Zrt.,-114 days,EKR000096522020_Duna Aszfalt Út És Mélyépítő Kft.
