Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-15,2.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Rk Tech Kft.,Kft.,-12 days,EKR001580312019_Rk Tech Kft.
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-14,5.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Nem,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Vwr International Kft.,Kft.,-13 days,EKR001580312019_Vwr International Kft.
EKR001593792019,Pécsi Tudományegyetem,EKRSZ_89809802,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,Vegyszer Dinamikus Beszerzési Rendszer PTE,Árubeszerzés,24369048.0,HUF,,2021-11-11,85.0,12395152-2-42,Rk Tech Kft.,33696500-0,,Igen,Igen,2022-10-24,,,,Pécsi Tudományegyetem,,Rk Tech Kft.,Kft.,-347 days,EKR001593792019_Rk Tech Kft.
EKR001593792019,Pécsi Tudományegyetem,EKRSZ_89809802,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,Vegyszer Dinamikus Beszerzési Rendszer PTE,Árubeszerzés,24369048.0,HUF,,2021-10-12,43.0,10650400-2-09,Vwr International Kft.,33696500-0,,Igen,Igen,2022-10-24,,,,Pécsi Tudományegyetem,,Vwr International Kft.,Kft.,-377 days,EKR001593792019_Vwr International Kft.
EKR001603622019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Eszközbeszerzés II. EFOP-3.4.3-16-2016-00014,Árubeszerzés,10446774.0,HUF,HU333,2020-05-15,2.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38550000-5,Igen,Igen,Igen,2020-05-27,Igen,Nem,Igen,Szegedi Tudományegyetem,,Rk Tech Kft.,Kft.,-12 days,EKR001603622019_Rk Tech Kft.
EKR000461742018,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"Eszközbeszerzés II. a ""Neurodegeneratív és immunológiai kórképek molekuláris biológiai alapjai: terápiás kísérletek kinureninekkel” elnevezésű - GINOP-2.3.2-15-2016-00034 számú - projekt keretében",Árubeszerzés,20437930.0,HUF,HU333,2019-05-17,1.0,"13547620213,HU13547620","Biotech Hungary Kereskedelmi, Szolgáltató És Tanácsadó Korlátolt Felelősségű Társaság",38000000-5,Igen,Igen,Nem,2019-05-22,Igen,Nem,Igen,Szegedi Tudományegyetem,,"Biotech Hungary , És Tanácsadó Kft.",Kft.,-5 days,"EKR000461742018_Biotech Hungary , És Tanácsadó Kft."
EKR000461742018,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"Eszközbeszerzés II. a ""Neurodegeneratív és immunológiai kórképek molekuláris biológiai alapjai: terápiás kísérletek kinureninekkel” elnevezésű - GINOP-2.3.2-15-2016-00034 számú - projekt keretében",Árubeszerzés,20437930.0,HUF,HU333,2019-05-17,1.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Igen,Igen,Nem,2019-05-22,Igen,Nem,Igen,Szegedi Tudományegyetem,,Rk Tech Kft.,Kft.,-5 days,EKR000461742018_Rk Tech Kft.
EKR001646102019,Agrártudományi Kutatóközpont,15300519207,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,GINOP 56 - Kutatóeszközök,Árubeszerzés,58895227.0,HUF,HU211,2020-09-30,6.0,"13547620213,HU13547620","Biotech Hungary Kereskedelmi, Szolgáltató És Tanácsadó Korlátolt Felelősségű Társaság",38000000-5,Igen,Igen,Igen,2020-11-09,Igen,Nem,Igen,Agrártudományi Kutatóközpont,,"Biotech Hungary , És Tanácsadó Kft.",Kft.,-40 days,"EKR001646102019_Biotech Hungary , És Tanácsadó Kft."
EKR000018362020,Fejér Megyei Szent György Egyetemi Oktató Kórház,15360025207,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Traumatológiai és szájsebészeti implantátumok,Árubeszerzés,124580616.0,HUF,HU211,2021-02-19,1.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33100000-1,Nem,Igen,Nem,2021-03-03,Nem,Nem,Igen,Fejér Megyei Szent György Egyetemi Oktató Kórház,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-12 days,EKR000018362020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
EKR000022462020,Markhot Ferenc Oktatókórház És Rendelőintézet,15813839210,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,"Csípő- és Térdprotézisek, Csontcementek beszerzése",Árubeszerzés,71024350.0,HUF,HU312,2020-09-14,1.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33100000-1,Nem,Igen,Nem,2020-09-21,Nem,Nem,Igen,Markhot Ferenc Oktatókórház És Rendelőintézet,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-7 days,EKR000022462020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
EKR000038142020,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,EFOP-3.6.2-16-2017-00006 – Orvosi eszközök 3.,Árubeszerzés,9029580.0,HUF,HU231,2020-12-28,3.0,"13547620213,HU13547620","Biotech Hungary Kereskedelmi, Szolgáltató És Tanácsadó Korlátolt Felelősségű Társaság",38000000-5,Igen,Igen,Igen,2021-03-04,Igen,Nem,Igen,Pécsi Tudományegyetem,,"Biotech Hungary , És Tanácsadó Kft.",Kft.,-66 days,"EKR000038142020_Biotech Hungary , És Tanácsadó Kft."
EKR000040042020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,DEK-825_N épület átalakítása és felújítása,Építési beruházás,175864548.0,HUF,HU321,2020-03-13,2.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,45453000-7,Igen,Igen,Nem,2020-03-23,Igen,Nem,Igen,Debreceni Egyetem,,Vwr International Kft.,Kft.,-10 days,EKR000040042020_Vwr International Kft.
EKR000042482020,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Gyógyszerészi vegyszerek, fogyóanyagok EFOP-3.6.1",Árubeszerzés,25058521.0,HUF,HU231,2020-09-23,4.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,33600000-6,Igen,Igen,Nem,2020-10-07,Nem,Nem,Igen,Pécsi Tudományegyetem,,Vwr International Kft.,Kft.,-14 days,EKR000042482020_Vwr International Kft.
EKR000482862018,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,DEK-552/2018.: Kötszerek beszerzése,Árubeszerzés,162548025.0,HUF,HU321,2019-09-24,1.0,"10361863241,HU10361863","Allegro Kereskedelmi, Kivitelező És Szolgáltató Korlátolt Felelősségű Társaság",33141110-4,Nem,Igen,Igen,2019-10-24,Nem,Nem,Igen,Debreceni Egyetem,,"Allegro , Kivitelező És Kft.",Kft.,-30 days,"EKR000482862018_Allegro , Kivitelező És Kft."
EKR000094872020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,DEK-890 Gerincimplantátumok beszerzése,Árubeszerzés,483509000.0,HUF,HU321,2020-10-13,2.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33184100-4,Nem,Igen,Nem,2020-10-28,Nem,Nem,Igen,Debreceni Egyetem,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-15 days,EKR000094872020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
EKR000094872020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,DEK-890 Gerincimplantátumok beszerzése,Árubeszerzés,483509000.0,HUF,HU321,2020-10-13,1.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33184100-4,Nem,Igen,Nem,2020-10-28,Nem,Nem,Igen,Debreceni Egyetem,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-15 days,EKR000094872020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
EKR000494902018,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-620 Aerogél gyártás alapanyagainak beszerzése,Árubeszerzés,18091617.0,HUF,HU,2019-06-14,4.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,24000000-4,Igen,Igen,Nem,2019-07-02,Nem,Nem,Igen,Debreceni Egyetem,,Vwr International Kft.,Kft.,-18 days,EKR000494902018_Vwr International Kft.
EKR000494902018,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-620 Aerogél gyártás alapanyagainak beszerzése,Árubeszerzés,18091617.0,HUF,HU,2019-06-14,3.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,24000000-4,Igen,Igen,Nem,2019-07-02,Nem,Nem,Igen,Debreceni Egyetem,,Vwr International Kft.,Kft.,-18 days,EKR000494902018_Vwr International Kft.
EKR000160292020,BácsKiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,15336062203,U - Közjogi intézmény,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Sebészeti varrófonalak beszerzése 24 hónapa,Árubeszerzés,75795202.0,HUF,HU331,2020-10-12,2.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33141125-2,Nem,Igen,Nem,2020-10-19,Nem,Nem,Igen,Bácskiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-7 days,EKR000160292020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
EKR000160292020,BácsKiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,15336062203,U - Közjogi intézmény,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Sebészeti varrófonalak beszerzése 24 hónapa,Árubeszerzés,75795202.0,HUF,HU331,2020-10-12,3.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33141125-2,Nem,Igen,Nem,2020-10-19,Nem,Nem,Igen,Bácskiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-7 days,EKR000160292020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
EKR000130572020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-886 DE KK Elektrofiziológiai fogyóanyagok,Árubeszerzés,234627500.0,HUF,HU321,2020-08-28,1.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33140000-3,Nem,Igen,Nem,2020-09-13,Nem,Nem,Igen,Debreceni Egyetem,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-16 days,EKR000130572020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
EKR000130572020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-886 DE KK Elektrofiziológiai fogyóanyagok,Árubeszerzés,234627500.0,HUF,HU321,2020-08-28,3.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33140000-3,Nem,Igen,Nem,2020-09-13,Nem,Nem,Igen,Debreceni Egyetem,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-16 days,EKR000130572020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
EKR000158152020,Eötvös Loránd Tudományegyetem,15308744241,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,ELTE részére K+F eszközök beszerzése VEKOP projekt,Árubeszerzés,48217031.0,HUF,HU110,2020-10-12,4.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Nem,2020-11-01,Nem,Nem,Igen,Eötvös Loránd Tudományegyetem,,Vwr International Kft.,Kft.,-20 days,EKR000158152020_Vwr International Kft.
EKR000177832020,Semmelweis Egyetem,15329808242,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Hasi, mellkasi aorta stentgraftok és segédeszközök",Árubeszerzés,1121408000.0,HUF,HU110,2020-10-26,1.0,"10361863241,HU10361863","Allegro Kereskedelmi, Kivitelező És Szolgáltató Korlátolt Felelősségű Társaság",33123000-8,Nem,Igen,Igen,2020-11-17,Igen,Nem,Igen,Semmelweis Egyetem,,"Allegro , Kivitelező És Kft.",Kft.,-22 days,"EKR000177832020_Allegro , Kivitelező És Kft."
EKR000177832020,Semmelweis Egyetem,15329808242,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Hasi, mellkasi aorta stentgraftok és segédeszközök",Árubeszerzés,1121408000.0,HUF,HU110,2020-10-26,3.0,"10361863241,HU10361863","Allegro Kereskedelmi, Kivitelező És Szolgáltató Korlátolt Felelősségű Társaság",33123000-8,Nem,Igen,Igen,2020-11-17,Igen,Nem,Igen,Semmelweis Egyetem,,"Allegro , Kivitelező És Kft.",Kft.,-22 days,"EKR000177832020_Allegro , Kivitelező És Kft."
EKR000500502018,EliHu Nonprofit Kft.,22604255206,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Speciális XUV fókuszáló optika beszerzése,Árubeszerzés,141867305.0,HUF,HU333,2019-03-06,3.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38622000-1,Igen,Igen,Nem,2019-03-25,Nem,Nem,Igen,Elihu Nonprofit Kft.,Nonprofit Kft.,Rk Tech Kft.,Kft.,-19 days,EKR000500502018_Rk Tech Kft.
EKR000180522020,Nemzeti Biodiverzitás És Génmegőrzési Központ,15779935213,N - Központi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Laboreszközök beszerzése négy részben,Árubeszerzés,47354438.0,HUF,HU12,2020-07-10,5.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,38432200-4,Nem,Igen,Nem,2020-07-14,Igen,Nem,Igen,Nemzeti Biodiverzitás És Génmegőrzési Központ,,Vwr International Kft.,Kft.,-4 days,EKR000180522020_Vwr International Kft.
EKR000180522020,Nemzeti Biodiverzitás És Génmegőrzési Központ,15779935213,N - Központi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Laboreszközök beszerzése négy részben,Árubeszerzés,47354438.0,HUF,HU12,2020-07-10,4.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,38432200-4,Nem,Igen,Nem,2020-07-14,Igen,Nem,Igen,Nemzeti Biodiverzitás És Génmegőrzési Központ,,Vwr International Kft.,Kft.,-4 days,EKR000180522020_Vwr International Kft.
EKR000501392018,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Eszközbeszerzés II. GINOP-2.3.2-15-2016-00036,Árubeszerzés,8657250.0,HUF,HU333,2019-02-20,2.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Igen,Igen,Nem,2019-02-20,Igen,Nem,Igen,Szegedi Tudományegyetem,,Rk Tech Kft.,Kft.,0 days,EKR000501392018_Rk Tech Kft.
EKR000189662020,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 12.,Árubeszerzés,108240401.0,HUF,HU231,2020-09-08,1.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Nem,2020-09-21,Igen,Nem,Igen,Pécsi Tudományegyetem,,Vwr International Kft.,Kft.,-13 days,EKR000189662020_Vwr International Kft.
EKR000207782020,Fejér Megyei Kormányhivatal,EKRSZ_21145906,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,DBR I.; DBR II.,Árubeszerzés,4160530.0,HUF,HU211,2020-11-25,3.0,10650400209,Vwr International Kft.,33696500-0,Nem,Igen,Nem,2021-02-01,Nem,Nem,Igen,Fejér Megyei Kormányhivatal,,Vwr International Kft.,Kft.,-68 days,EKR000207782020_Vwr International Kft.
EKR000207782020,Fejér Megyei Kormányhivatal,EKRSZ_21145906,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,DBR I.; DBR II.,Árubeszerzés,4160530.0,HUF,HU213,2020-11-26,2.0,12395152242,Rk Tech Kft.,33696500-0,Nem,Igen,Igen,2021-02-01,Nem,Nem,Igen,Fejér Megyei Kormányhivatal,,Rk Tech Kft.,Kft.,-67 days,EKR000207782020_Rk Tech Kft.
EKR000207782020,Fejér Megyei Kormányhivatal,EKRSZ_21145906,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,DBR III.; DBR IV.,Árubeszerzés,9038857.0,HUF,HU211,2021-02-09,4.0,12395152242,Rk Tech Kft.,33696500-0,Nem,Igen,Igen,2021-04-28,Nem,Nem,Igen,Fejér Megyei Kormányhivatal,,Rk Tech Kft.,Kft.,-78 days,EKR000207782020_Rk Tech Kft.
