Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő
EKR001537992019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,"Vegyszer, fogyóeszköz GINOP-2.3.2-15-2016-00018",Árubeszerzés,58660166.0,HUF,HU333,2020-04-29,2.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,33696500-0,Igen,Igen,Igen,2020-05-14,Nem,Nem,Igen,Szegedi Tudományegyetem,,Rk Tech Kft.,Kft.,-15 days
EKR001537992019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,"Vegyszer, fogyóeszköz GINOP-2.3.2-15-2016-00018",Árubeszerzés,58660166.0,HUF,HU333,2020-04-29,2.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,33696500-0,Igen,Igen,Nem,2020-05-14,Nem,Nem,Igen,Szegedi Tudományegyetem,,Vwr International Kft.,Kft.,-15 days
EKR001537992019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,"Vegyszer, fogyóeszköz GINOP-2.3.2-15-2016-00018",Árubeszerzés,58660166.0,HUF,HU333,2020-04-29,1.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,33696500-0,Igen,Igen,Nem,2020-05-14,Nem,Nem,Igen,Szegedi Tudományegyetem,,Vwr International Kft.,Kft.,-15 days
EKR001538472019,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-826M Vegyszerek és kitek beszerzése,Árubeszerzés,151738481.0,HUF,HU321,2020-03-16,1.0,"10831050241,HU10831050",Diagon Diagnosztikai Korlátolt Felelősségű Társaság,24000000-4,Nem,Igen,Igen,2020-03-26,Igen,Nem,Igen,Debreceni Egyetem,,Diagon Diagnosztikai Kft.,Kft.,-10 days
EKR001538782019,Semmelweis Egyetem,15329808242,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,"Műtőtönk, univ.asztallap, száll.kocsi, kieg. eszk.",Árubeszerzés,224002206.0,HUF,HU11,2020-06-11,1.0,"10321056241,HU10321056",Mediszer Kórháztechnikai És Kereskedelmi Korlátolt Felelősségű Társaság,33192230-3,Nem,Igen,Igen,2020-06-22,Nem,Nem,Igen,Semmelweis Egyetem,,Mediszer Kórháztechnikai És Kft.,Kft.,-11 days
EKR001537992019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,"Vegyszer, fogyóeszköz GINOP-2.3.2-15-2016-00018",Árubeszerzés,58660166.0,HUF,HU333,2020-04-29,1.0,"12122066213,HU12122066,Cg.13-09-071778",Biomarker Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,33696500-0,Igen,Igen,Igen,2020-05-14,Nem,Nem,Igen,Szegedi Tudományegyetem,,Biomarker Kft.,Kft.,-15 days
EKR001541542019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Gyomirtó szerek beszerzése,Árubeszerzés,1649300624.0,HUF,HU110|HU311,2020-08-04,2.0,14839397207,Albensis Trader Kereskedelmi Korlátolt Felelősségű Társaság,24453000-4,Nem,Igen,Igen,2020-08-24,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Albensis Trader Kft.,Kft.,-20 days
EKR001541542019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Gyomirtó szerek beszerzése,Árubeszerzés,1649300624.0,HUF,HU110|HU311,2020-08-04,2.0,"14381636243,14381636",Belchim Crop Protection Hungary Kft,24453000-4,Nem,Igen,Igen,2020-08-24,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Belchim Crop Protection Hungary Kft.,Kft.,-20 days
EKR001541542019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Gyomirtó szerek beszerzése,Árubeszerzés,1649300624.0,HUF,HU311|HU110,2020-08-04,2.0,14839397207,Albensis Trader Kereskedelmi Korlátolt Felelősségű Társaság,24453000-4,Nem,Igen,Igen,2020-08-24,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Albensis Trader Kft.,Kft.,-20 days
EKR001541542019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Gyomirtó szerek beszerzése,Árubeszerzés,1649300624.0,HUF,HU311|HU110,2020-08-04,2.0,"14381636243,14381636",Belchim Crop Protection Hungary Kft,24453000-4,Nem,Igen,Igen,2020-08-24,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Belchim Crop Protection Hungary Kft.,Kft.,-20 days
EKR001544152019,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-854 Nyomtatók beszerzése pályázati forrásból,Árubeszerzés,3982332.0,HUF,HU321,2020-08-11,9.0,"11809360242,HU11809360,01-09-677773",Bravogroup Rendszerház Kereskedelmi Korlátolt Felelősségű Társaság,30120000-6,Igen,Igen,Nem,2020-08-23,Nem,Nem,Igen,Debreceni Egyetem,,Bravogroup Rendszerház Kft.,Kft.,-12 days
EKR001545562019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Különféle egyszerű és átszelési kitérők beszerzése,Árubeszerzés,1753634000.0,HUF,HU3|HU2|HU1,2020-04-07,1.0,"10655436210,HU10655436",Vamav Vasúti Berendezések Korlátolt Felelősségű Társaság,34946000-0,Nem,Igen,Nem,2020-04-20,Nem,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Vamav Vasúti Berendezések Kft.,Kft.,-13 days
EKR001545562019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,EKRSZ_35803375,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Különféle kitérők beszerzése 2020. IV. negyedév,Árubeszerzés,180390000.0,HUF,HU1|HU2|HU3,2020-10-29,1.0,,Vamav Vasúti Berendezések Korlátolt Felelősségű Társaság,34946000-0,Nem,Igen,Igen,2021-02-08,Nem,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Vamav Vasúti Berendezések Kft.,Kft.,-102 days
EKR001545562019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,EKRSZ_35803375,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Különféle kitérők besz. 2021. II. negyedév,Árubeszerzés,357940000.0,HUF,HU2,2021-03-17,1.0,,Vamav Vasúti Berendezések Korlátolt Felelősségű Társaság,34946000-0,Nem,Igen,Nem,2021-07-13,Nem,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Vamav Vasúti Berendezések Kft.,Kft.,-118 days
EKR001545562019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,EKRSZ_35803375,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Különféle kitérők besz. 2021. II. negyedév,Árubeszerzés,357940000.0,HUF,HU1|HU2|HU3,2021-03-31,1.0,,Vamav Vasúti Berendezések Korlátolt Felelősségű Társaság,34946000-0,Nem,Igen,Nem,2021-07-13,Nem,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Vamav Vasúti Berendezések Kft.,Kft.,-104 days
EKR001545562019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,EKRSZ_35803375,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Különféle egyszerű kitérők besz. 2021. III.,Árubeszerzés,24348000.0,HUF,HU2,2021-08-05,1.0,,Vamav Vasúti Berendezések Korlátolt Felelősségű Társaság,34946000-0,Nem,Igen,Nem,2021-10-14,Nem,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Vamav Vasúti Berendezések Kft.,Kft.,-70 days
EKR001547452019,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Gázolaj beszerzése,Árubeszerzés,32319360000.0,HUF,HU,2020-06-04,1.0,"10625790444,HU 17781774",Mol Magyar Olaj És Gázipari Nyilvánosan Működő Részvénytársaság,09134000-7,Nem,Igen,Nem,2020-06-24,Nem,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Mol Magyar Olaj És Gázipari Nyrt.,Nyrt.,-20 days
EKR001547142019,Semmelweis Egyetem,15329808242,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,C íves képerősítő (Trauma) beszerzése,Árubeszerzés,59600000.0,HUF,HU11,2020-06-15,5.0,"10824487241,HU10824487",Diagnosticum Gyártó És Forgalmazó Zártkörűen Működő Részvénytársaság,33111000-1,Nem,Igen,Igen,2020-06-23,Igen,Nem,Igen,Semmelweis Egyetem,,Diagnosticum Gyártó És Forgalmazó Zrt.,Zrt.,-8 days
EKR001549032019,Semmelweis Egyetem,15329808242,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,Felsőkategóriás ultrahang készülék beszerzése,Árubeszerzés,31400000.0,HUF,HU110,2020-03-25,1.0,"24132880207,HU24132880",MedEn Trade Orvosi Műszer Kereskedelmi Korlátolt Felelősségű Társaság,33112200-0,Nem,Igen,Igen,2020-04-08,Igen,Nem,Igen,Semmelweis Egyetem,,Meden Trade Orvosi Műszer Kft.,Kft.,-14 days
EKR001558872019,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),DEK-853 GYTK eszköz beszerzése NKFIH-1150-6/2019,Árubeszerzés,37250300.0,HUF,HU321,2020-03-18,1.0,"10828601243,HU10828601",Donau Lab Kft,38000000-5,Nem,Igen,Igen,2020-03-24,Igen,Nem,Igen,Debreceni Egyetem,,Donau Lab Kft.,Kft.,-6 days
EKR000455442018,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,"Különféle réz-, bronz-, és alumíniumsodrony besz.",Árubeszerzés,65614306.0,HUF,HU110,2019-04-24,2.0,"11829911205,HU11829911",Noran 2000 Kereskedelmi És Szolgáltató Kft,44300000-3,Nem,Igen,Nem,2019-05-05,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Noran 2000 Kft.,Kft.,-11 days
EKR000455442018,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,"Különféle réz-, bronz-, és alumíniumsodrony besz.",Árubeszerzés,65614306.0,HUF,HU110,2019-04-24,1.0,"10577563206,HU10577563",Feszültség Termelő És Kereskedő Kft.,44300000-3,Nem,Igen,Igen,2019-05-05,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Feszültség Termelő És Kereskedő Kft.,Kft.,-11 days
EKR001566062019,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,SzSzBMK - Ortopédiai implantátumok szállítása 2020,Árubeszerzés,265390000.0,HUF,HU323,2020-05-18,1.0,"10365984243,HU10365984",Comesa Budapest Orvosi Műszer És Labortechnikai Kft,33183100-7,Nem,Igen,Igen,2020-06-02,Igen,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Comesa Budapest Orvosi Műszer És Labortechnikai Kft.,Kft.,-15 days
EKR001566062019,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,SzSzBMK - Ortopédiai implantátumok szállítása 2020,Árubeszerzés,265390000.0,HUF,HU323,2020-05-20,1.0,"10215092206,HU10215092",Metrimed Orvosi Műszergyártó Kft.,33183100-7,Nem,Igen,Igen,2020-06-02,Igen,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Metrimed Orvosi Műszergyártó Kft.,Kft.,-13 days
EKR001566062019,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,SzSzBMK - Ortopédiai implantátumok szállítása 2020,Árubeszerzés,265390000.0,HUF,HU323,2020-05-20,1.0,"10365984243,HU10365984",Comesa Budapest Orvosi Műszer És Labortechnikai Kft,33183100-7,Nem,Igen,Igen,2020-06-02,Igen,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Comesa Budapest Orvosi Műszer És Labortechnikai Kft.,Kft.,-13 days
EKR001576382019,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Speciális vegyipari és egyéb termékek beszerzése,Árubeszerzés,21916670.0,HUF,HU11,2020-04-28,4.0,25018205,Retech Sro,39830000-9,Nem,Igen,Nem,2020-05-10,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Retech Sro,,-12 days
EKR001576382019,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Speciális vegyipari és egyéb termékek beszerzése,Árubeszerzés,21916670.0,HUF,HU11,2020-04-28,4.0,25018205,Retech Sro,39830000-9,Nem,Igen,Igen,2020-05-10,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Retech Sro,,-12 days
EKR001579512019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,Eszközbeszerzés GINOP projektek keretében II.,Árubeszerzés,63957104.0,HUF,HU333,2020-10-13,4.0,"13656230213,HU13656230",Labokraft Mérnökiroda Korlátolt Felelősségű Társaság,38000000-5,Igen,Igen,Igen,2020-10-28,Nem,Nem,Igen,Szegedi Tudományegyetem,,Labokraft Mérnökiroda Kft.,Kft.,-15 days
EKR001579512019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,Eszközbeszerzés GINOP projektek keretében II.,Árubeszerzés,63957104.0,HUF,HU333,2020-10-16,8.0,"12081213213,HU12081213",Labsystem Kereskedelmi Korlátolt Felelősségű Társaság,38000000-5,Igen,Igen,Igen,2020-10-28,Nem,Nem,Igen,Szegedi Tudományegyetem,,Labsystem Kft.,Kft.,-12 days
EKR001579512019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,Eszközbeszerzés GINOP projektek keretében II.,Árubeszerzés,63957104.0,HUF,HU333,2020-10-15,3.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Igen,Igen,Igen,2020-10-28,Nem,Nem,Igen,Szegedi Tudományegyetem,,Rk Tech Kft.,Kft.,-13 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-10,4.0,"10363573206,HU10363573",Biocenter Laboratóriumi Szolgáltató Kft.,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Biocenter Laboratóriumi Kft.,Kft.,-17 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-15,1.0,"13547620213,HU13547620","Biotech Hungary Kereskedelmi, Szolgáltató És Tanácsadó Korlátolt Felelősségű Társaság",38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,"Biotech Hungary , És Tanácsadó Kft.",Kft.,-12 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-10,2.0,"12266788243,HU12266788",BioScience Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Bioscience Kft.,Kft.,-17 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-14,4.0,"11338550219,HU11338550",AquaTerra Lab Kémiai Kereskedelmi Gyártó És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Aquaterra Lab Kémiai Gyártó És Kft.,Kft.,-13 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-10,1.0,"24648316243,HU0026802334",Ironmaas Consulting Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Ironmaas Consulting Kft.,Kft.,-17 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-10,5.0,"10363573206,HU10363573",Biocenter Laboratóriumi Szolgáltató Kft.,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Biocenter Laboratóriumi Kft.,Kft.,-17 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-15,2.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Rk Tech Kft.,Kft.,-12 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-15,1.0,"10483592241,HU10483592",AuroScience Consulting Kereskedelmi Kft.,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Auroscience Consulting Kft.,Kft.,-12 days
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-06,3.0,"12081213213,HU12081213",Labsystem Kereskedelmi Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Labsystem Kft.,Kft.,-21 days
