Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR001563692019,Budapest Főváros Xii. Kerület Hegyvidéki Önkormányzat,EKRSZ_86128665,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Hollósy Simon téri játszótér rehabilitáció,Építési beruházás,639518003.0,HUF,HU110,2022-05-26,1.0,10452556244,Penta Általános Építőipari Korlátolt Felelősségű Társaság,45221250-9,Nem,Igen,Igen,2022-07-10,Igen,Nem,Igen,Budapest Főváros Xii. Kerület Hegyvidéki Önkormányzat,,Penta Általános Építőipari Kft.,Kft.,-45 days,EKR001563692019_Penta Általános Építőipari Kft.
EKR001563692019,Budapest Főváros Xii. Kerület Hegyvidéki Önkormányzat,EKRSZ_86128665,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Mélyépítés keretmegállapodás,Építési beruházás,441420013.0,HUF,HU110,2022-09-05,1.0,10452556244,Penta Általános Építőipari Korlátolt Felelősségű Társaság,45221250-9,Nem,Igen,Igen,2022-10-10,Igen,Nem,Igen,Budapest Főváros Xii. Kerület Hegyvidéki Önkormányzat,,Penta Általános Építőipari Kft.,Kft.,-35 days,EKR001563692019_Penta Általános Építőipari Kft.
EKR001571572019,Budapest Főváros Iii. Kerület ÓbudaBékásmegyer Önkormányzat,15735667241,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Felszíni csapadék- és szennyvíz elvezetési munkák,Építési beruházás,44794427.0,HUF,HU110,2020-01-30,4.0,13839129243,Vianova 87 Közmű És Útépítő Zártkörűen Működő Részvénytársaság,45231300-8,Nem,Igen,Igen,2020-02-12,Igen,Nem,Igen,Budapest Főváros Iii. Kerület Óbudabékásmegyer Önkormányzat,,Vianova 87 Közmű És Útépítő Zrt.,Zrt.,-13 days,EKR001571572019_Vianova 87 Közmű És Útépítő Zrt.
EKR000457192018,Mezőkeresztes Város Önkormányzata,15725826205,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Építési beruházás:„Mezőkeresztes város főutcájának rehabilitációja és belterületi vízrendezése”,Építési beruházás,161761380.0,HUF,HU311,2018-08-30,3.0,13416058205,DGesztor Építő És Acélszerkezet Gyártó Kft,45000000-7,Igen,Igen,Igen,2018-09-16,Igen,Nem,Igen,Mezőkeresztes Város Önkormányzata,,Dgesztor Építő És Acélszerkezet Gyártó Kft.,Kft.,-17 days,EKR000457192018_Dgesztor Építő És Acélszerkezet Gyártó Kft.
EKR001576142019,Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Sóstó Rehab. Közúti elérhetőség fejleszétse III.,Építési beruházás,185045000.0,HUF,HU211,2020-06-08,4.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233228-3,Nem,Igen,Nem,2020-06-16,Igen,Nem,Igen,Székesfehérvár Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-8 days,EKR001576142019_Strabag Általános Építő Kft.
EKR000457402018,Mór Városi Önkormányzat,15727220207,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Mór- Fenntartható településfejlesztés,Építési beruházás,232409115.0,HUF,HU211,2018-09-06,4.0,"24105099207,24105099",Útéppark Útépítő És Mélyépítő Kft.,45233120-6,Nem,Igen,Igen,2018-11-07,Igen,Nem,Igen,Mór Városi Önkormányzat,,Útéppark Útépítő És Mélyépítő Kft.,Kft.,-62 days,EKR000457402018_Útéppark Útépítő És Mélyépítő Kft.
EKR001590872019,Balassagyarmat Város Önkormányzata,15735272212,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Új iparterületek kialakítása Balassagyarmaton,Építési beruházás,441056715.0,HUF,HU313,2020-12-04,4.0,"10452556244,HU10452556",Penta Általános Építőipari Korlátolt Felelősségű Társaság,45220000-5,Igen,Igen,Igen,2020-12-17,Igen,Nem,Igen,Balassagyarmat Város Önkormányzata,,Penta Általános Építőipari Kft.,Kft.,-13 days,EKR001590872019_Penta Általános Építőipari Kft.
EKR001597952019,Hajdúböszörményi Vagyonkezelő Zrt,23572104209,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Munkásszállások kialakítása,Építési beruházás,292285000.0,HUF,HU321,2020-02-06,3.0,"22757937209,HU22757937",Tömb 2002 Szolgáltató Korlátolt Felelősségű Társaság,45210000-2,Nem,Igen,Igen,2020-02-16,Igen,Nem,Igen,Hajdúböszörményi Vagyonkezelő Zrt.,Zrt.,Tömb 2002 Kft.,Kft.,-10 days,EKR001597952019_Tömb 2002 Kft.
EKR001609842019,Sajólád Község Önkormányzata,15726078205,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Bölcsőde építése és óvoda felújítása Sajóládon,Építési beruházás,113231079.0,HUF,HU311,2020-03-02,2.0,13416058205,DGesztor Építő És Acélszerkezet Gyártó Kft,45000000-7,Igen,Igen,Igen,2020-03-19,Igen,Nem,Igen,Sajólád Község Önkormányzata,,Dgesztor Építő És Acélszerkezet Gyártó Kft.,Kft.,-17 days,EKR001609842019_Dgesztor Építő És Acélszerkezet Gyártó Kft.
EKR001612912019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Dunakiliti jobb parti ártéri híd, kp. út építése",Építési beruházás,621430948.0,HUF,HU221,2020-07-06,4.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45221113-7,Igen,Igen,Nem,2020-07-21,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-15 days,EKR001612912019_Strabag Általános Építő Kft.
EKR000462912018,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,"Debrecen, Laktanya utca felújítása",Építési beruházás,108000000.0,HUF,HU321,2018-10-11,2.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45233228-3,Nem,Igen,Nem,2018-10-28,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-17 days,EKR000462912018_Strabag Általános Építő Kft.
EKR001621752019,Győr Megyei Jogú Város Önkormányzata,15735595208,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Régi Szentiváni út felújítás Győr, feltételes",Építési beruházás,116947866.0,HUF,HU221,2020-07-24,3.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45453100-8,Igen,Igen,Nem,2020-08-04,Igen,Nem,Igen,Győr Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-11 days,EKR001621752019_Strabag Általános Építő Kft.
EKR001621992019,Győr Megyei Jogú Város Önkormányzata,15735595208,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Kodály Z. u. kerékpárút építése, Győr",Építési beruházás,33249994.0,HUF,HU221,2020-07-28,3.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233162-2,Igen,Igen,Nem,2020-08-09,Igen,Nem,Igen,Győr Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-12 days,EKR001621992019_Strabag Általános Építő Kft.
EKR001624052019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Bp-Balaton kerékpárút – Szfhvár bevez. terv/kivit.,Építési beruházás,365472000.0,HUF,HU211,2020-11-25,8.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233162-2,Nem,Igen,Nem,2020-12-08,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-13 days,EKR001624052019_Strabag Általános Építő Kft.
EKR001632792019,Szociális És Gyermekvédelmi Főigazgatóság,15802107241,U - Egyéb típus:,KL - Szociális védelem,Uniós eljárásrend,Nyílt eljárás,EFOP 2.2.2 Sárrétudvari építés 2. (1246),Építési beruházás,747699000.0,HUF,HU232,2020-12-31,2.0,"22757937209,HU22757937",Tömb 2002 Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-21,Igen,Nem,Igen,Szociális És Gyermekvédelmi Főigazgatóság,,Tömb 2002 Kft.,Kft.,-21 days,EKR001632792019_Tömb 2002 Kft.
EKR001632792019,Szociális És Gyermekvédelmi Főigazgatóság,15802107241,U - Egyéb típus:,KL - Szociális védelem,Uniós eljárásrend,Nyílt eljárás,EFOP 2.2.2 Sárrétudvari építés 2. (1246),Építési beruházás,747699000.0,HUF,HU232,2020-12-31,3.0,"22757937209,HU22757937",Tömb 2002 Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-21,Igen,Nem,Igen,Szociális És Gyermekvédelmi Főigazgatóság,,Tömb 2002 Kft.,Kft.,-21 days,EKR001632792019_Tömb 2002 Kft.
EKR001636882019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,M6 autópálya Bóly-Ivándárda között kivitelezés,Építési beruházás,90456480133.0,HUF,HU231,2020-12-10,4.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233100-0,Igen,Igen,Nem,2020-12-28,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-18 days,EKR001636882019_Strabag Általános Építő Kft.
EKR000014032020,Budapesti Gazdasági Egyetem,15329822241,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),BGE Alkotmány u.-i épületének részleges felújítása,Építési beruházás,125115314.0,HUF,HU110,2020-07-01,7.0,24393559243,RitRock Kft.,45262690-4,Nem,Igen,Igen,2020-08-09,Igen,Nem,Igen,Budapesti Gazdasági Egyetem,,Ritrock Kft.,Kft.,-39 days,EKR000014032020_Ritrock Kft.
EKR000479482018,Bkk Budapesti Közlekedési Központ Zártkörűen Működő Részvénytársaság,23028966444,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Budapesti 2018. évi útfelújítások I. ütem,Építési beruházás,1428832582.0,HUF,HU110,2019-03-17,3.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45233120-6,Nem,Igen,Nem,2019-03-27,Igen,Nem,Igen,Bkk Budapesti Közlekedési Központ Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-10 days,EKR000479482018_Strabag Általános Építő Kft.
EKR000360342020,Kti Közlekedéstudományi Intézet Nonprofit Kft.,21925221243,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Tetőfelújítási munkák ellátása,Építési beruházás,57619901.0,HUF,HU11,2020-09-04,5.0,24393559243,RitRock Kft.,45000000-7,Nem,Igen,Igen,2020-09-10,Igen,Nem,Igen,Kti Közlekedéstudományi Intézet Nonprofit Kft.,Nonprofit Kft.,Ritrock Kft.,Kft.,-6 days,EKR000360342020_Ritrock Kft.
EKR000031442020,Szeged Megyei Jogú Város Önkormányzata,15735629206,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Útburkolat rekonstrukció Tisza Lajos körúton,Építési beruházás,50799583.0,HUF,HU333,2020-04-30,6.0,"14904134244,HU14904134",Colas Út Építőipari Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Nem,2020-05-06,Igen,Nem,Igen,Szeged Megyei Jogú Város Önkormányzata,,Colas Út Építőipari Zrt.,Zrt.,-6 days,EKR000031442020_Colas Út Építőipari Zrt.
EKR000046262020,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Budapest XVI. kerületi útépítések XLIX.,Építési beruházás,124076522.0,HUF,HU110,2020-04-03,5.0,"14300327244,HU14300327",Swietelsky Magyarország Korlátolt Felelősségű Társaság,45233120-6,Nem,Igen,Nem,2020-04-13,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Swietelsky Magyarország Kft.,Kft.,-10 days,EKR000046262020_Swietelsky Magyarország Kft.
EKR000072032020,Balassagyarmati Tankerületi Központ,15834986212,U - Regionális vagy helyi iroda/hivatal,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,Varsányi Általános Iskola felújítása,Építési beruházás,1022436973.0,HUF,HU313,2020-07-28,5.0,"11066901244,HU 11066901","Jánosik És Társai Ipari, Szolgáltató És Karbantartó Korlátolt Felelősségű Társaság",45214200-2,Igen,Igen,Nem,2020-08-16,Igen,Nem,Igen,Balassagyarmati Tankerületi Központ,,"Jánosik És Társai Ipari, És Karbantartó Kft.",Kft.,-19 days,"EKR000072032020_Jánosik És Társai Ipari, És Karbantartó Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"11876566215,HU11876566",KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Igen,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Kevíz 21 Építőipari Zrt.,Zrt.,-10 days,EKR000096522020_Kevíz 21 Építőipari Zrt.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-10 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU232,2021-04-08,3.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-97 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU331,2021-05-10,3.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-65 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,19913788070.0,HUF,HU211,2021-05-17,3.0,14904134244,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Nem,2021-08-04,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Colas Út Építőipari Zrt.,Zrt.,-79 days,EKR000096522020_Colas Út Építőipari Zrt.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,19913788070.0,HUF,HU323,2021-05-10,3.0,11876566215,KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Igen,2021-08-04,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Kevíz 21 Építőipari Zrt.,Zrt.,-86 days,EKR000096522020_Kevíz 21 Építőipari Zrt.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,19913788070.0,HUF,HU323,2021-04-15,3.0,11876566215,KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Igen,2021-08-04,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Kevíz 21 Építőipari Zrt.,Zrt.,-111 days,EKR000096522020_Kevíz 21 Építőipari Zrt.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,19913788070.0,HUF,HU213,2021-05-17,3.0,14904134244,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Nem,2021-08-04,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Colas Út Építőipari Zrt.,Zrt.,-79 days,EKR000096522020_Colas Út Építőipari Zrt.
