Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR000486642018,Bkk Budapesti Közlekedési Központ Zártkörűen Működő Részvénytársaság,23028966444,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Petőfi híd és környezetének fejl. - tanulmányterv,Szolgáltatás megrendelés,58300000.0,HUF,HU11,2019-01-14,6.0,"13842217241,HU13842217",Főmterv Mérnöki Tervező Zrt.,71335000-5,Nem,Igen,Nem,2019-01-31,Igen,Nem,Igen,Bkk Budapesti Közlekedési Központ Zrt.,Zrt.,Főmterv Mérnöki Tervező Zrt.,Zrt.,-17 days,EKR000486642018_Főmterv Mérnöki Tervező Zrt.
EKR000128432020,Szociális És Gyermekvédelmi Főigazgatóság,15802107241,N - Központi szintű,KL - Szociális védelem,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),SZGYF - ingatlanok (TL házak) vagyonbiztosítása,Szolgáltatás megrendelés,2880000.0,HUF,HU110,2020-06-09,3.0,"10308024444,17780058",Generali Biztosító Zrt.,66510000-8,Nem,Igen,Nem,2020-06-16,Igen,Nem,Igen,Szociális És Gyermekvédelmi Főigazgatóság,,Generali Biztosító Zrt.,Zrt.,-7 days,EKR000128432020_Generali Biztosító Zrt.
EKR000493972018,Magyar Honvédség Egészségügyi Központ,15714163251,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Szakmai felelősségbiztosítás beszerzése,Szolgáltatás megrendelés,55000000.0,HUF,HU,2019-03-04,2.0,"10337587444,HU17780089",Allianz Hungária Zrt.,66516000-0,Nem,Igen,Nem,2019-04-15,Nem,Nem,Igen,Magyar Honvédség Egészségügyi Központ,,Allianz Hungária Zrt.,Zrt.,-42 days,EKR000493972018_Allianz Hungária Zrt.
EKR000134042020,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési szerződés – M3 Vásárosnamény-Beregdaróc,Szolgáltatás megrendelés,1593000000.0,HUF,HU11,2020-09-11,3.0,"10554885243,HU10554885",Utiber Közúti Beruházó Kft,71320000-7,Nem,Igen,Igen,2020-09-22,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Utiber Közúti Beruházó Kft.,Kft.,-11 days,EKR000134042020_Utiber Közúti Beruházó Kft.
EKR000134042020,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési szerződés – M3 Vásárosnamény-Beregdaróc,Szolgáltatás megrendelés,1593000000.0,HUF,HU11,2020-09-11,3.0,"13842217241,HU13842217",Főmterv Mérnöki Tervező Zrt.,71320000-7,Nem,Igen,Nem,2020-09-22,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Főmterv Mérnöki Tervező Zrt.,Zrt.,-11 days,EKR000134042020_Főmterv Mérnöki Tervező Zrt.
EKR000153722020,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,N - Közszolgáltató,KO - Vasúti szolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Nyíregyháza-Sóstógyógyfürdő keskeny nyomközű,Szolgáltatás megrendelés,79200000.0,HUF,HU323,2020-08-27,7.0,"10554885243,HU10554885",Utiber Közúti Beruházó Kft,71320000-7,Nem,Igen,Igen,2020-09-02,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Utiber Közúti Beruházó Kft.,Kft.,-6 days,EKR000153722020_Utiber Közúti Beruházó Kft.
EKR000181792020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,EXIM 2020 kommunikáció és rend.szerv. feladatok,Szolgáltatás megrendelés,388000000.0,HUF,HU110,2020-01-31,1.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79000000-4,Nem,Igen,Igen,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,,EKR000181792020_New Land Media Reklám Kft.
EKR000181932020,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,NSÜ - Giro d'Italia verseny,Szolgáltatás megrendelés,33000000.0,HUF,HU,2020-02-03,1.0,"10834730244,HU10834730",Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zártkörűen Működő Részvénytársaság,79950000-8,Nem,Igen,Nem,,Nem,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.,Zrt.,,EKR000181932020_Antenna Hungária Magyar Műsorszóró És Rádióhírközlési Zrt.
EKR000168232020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-879Debreceni Egyetem klímakarbantartási munkái,Szolgáltatás megrendelés,167898888.0,HUF,HU321,2020-10-28,5.0,"23480874205,HU23480874","BN Referencia Ipari, Kereskedelmi És Szolgáltató Zrt.",50000000-5,Nem,Igen,Nem,2020-11-09,Igen,Nem,Igen,Debreceni Egyetem,,Bn Referencia Ipari Zrt.,Zrt.,-12 days,EKR000168232020_Bn Referencia Ipari Zrt.
EKR000168232020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-879Debreceni Egyetem klímakarbantartási munkái,Szolgáltatás megrendelés,167898888.0,HUF,HU322,2020-10-28,3.0,"23480874205,HU23480874","BN Referencia Ipari, Kereskedelmi És Szolgáltató Zrt.",50000000-5,Nem,Igen,Nem,2020-11-09,Igen,Nem,Igen,Debreceni Egyetem,,Bn Referencia Ipari Zrt.,Zrt.,-12 days,EKR000168232020_Bn Referencia Ipari Zrt.
EKR000202422020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Hirdetmény közzététele nélküli tárgyalásos eljárás,DEK-897: DE KK egészségügy informatikai rendszer,Szolgáltatás megrendelés,325358628.0,HUF,HU321,2020-04-21,1.0,"12928099244,HU12928099,01-10-044852",TSystems Magyarország Zártkörűen Működő Részvénytársaság,72267000-4,Nem,Igen,Nem,2020-05-17,Nem,Nem,Igen,Debreceni Egyetem,,Tsystems Magyarország Zrt.,Zrt.,-26 days,EKR000202422020_Tsystems Magyarország Zrt.
EKR000205892020,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Népliget vasúti megállóhely tervezése,Szolgáltatás megrendelés,339000000.0,HUF,HU110,2020-08-31,2.0,"13842217241,HU13842217",Főmterv Mérnöki Tervező Zrt.,71300000-1,Nem,Igen,Nem,2020-09-10,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Főmterv Mérnöki Tervező Zrt.,Zrt.,-10 days,EKR000205892020_Főmterv Mérnöki Tervező Zrt.
EKR000224952020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Híd fő- és célvizsgálat 2020,Szolgáltatás megrendelés,306354450.0,HUF,HU120,2020-10-15,2.0,"12108129243,HU12108129",Unitef83 Műszaki Tervező És Fejlesztő Zártkörűen Működő Részvénytársaság,71631450-9,Nem,Igen,Igen,2020-12-01,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Unitef83 Műszaki Tervező És Fejlesztő Zrt.,Zrt.,-47 days,EKR000224952020_Unitef83 Műszaki Tervező És Fejlesztő Zrt.
EKR000224952020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Híd fő- és célvizsgálat 2020,Szolgáltatás megrendelés,306354450.0,HUF,HU120,2020-10-02,4.0,"10554885243,HU10554885",Utiber Közúti Beruházó Kft,71631450-9,Nem,Igen,Igen,2020-12-01,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Utiber Közúti Beruházó Kft.,Kft.,-60 days,EKR000224952020_Utiber Közúti Beruházó Kft.
EKR000224952020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Híd fő- és célvizsgálat 2020,Szolgáltatás megrendelés,306354450.0,HUF,HU231|HU233,2020-10-05,3.0,"13842217241,HU13842217",Főmterv Mérnöki Tervező Zrt.,71631450-9,Nem,Igen,Nem,2020-12-01,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Főmterv Mérnöki Tervező Zrt.,Zrt.,-57 days,EKR000224952020_Főmterv Mérnöki Tervező Zrt.
EKR000224952020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Híd fő- és célvizsgálat 2020,Szolgáltatás megrendelés,306354450.0,HUF,HU332|HU333,2020-10-05,4.0,"13842217241,HU13842217",Főmterv Mérnöki Tervező Zrt.,71631450-9,Nem,Igen,Nem,2020-12-01,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Főmterv Mérnöki Tervező Zrt.,Zrt.,-57 days,EKR000224952020_Főmterv Mérnöki Tervező Zrt.
EKR000224952020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Híd fő- és célvizsgálat 2020,Szolgáltatás megrendelés,306354450.0,HUF,HU313|HU120,2020-10-05,2.0,"13842217241,HU13842217",Főmterv Mérnöki Tervező Zrt.,71631450-9,Nem,Igen,Nem,2020-12-01,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Főmterv Mérnöki Tervező Zrt.,Zrt.,-57 days,EKR000224952020_Főmterv Mérnöki Tervező Zrt.
EKR000224952020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Híd fő- és célvizsgálat 2020,Szolgáltatás megrendelés,306354450.0,HUF,HU213,2020-10-05,3.0,"13842217241,HU13842217",Főmterv Mérnöki Tervező Zrt.,71631450-9,Nem,Igen,Nem,2020-12-01,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Főmterv Mérnöki Tervező Zrt.,Zrt.,-57 days,EKR000224952020_Főmterv Mérnöki Tervező Zrt.
EKR000508092018,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,M4 38+625 km sz. monori pihenőhely körny.véd eng,Szolgáltatás megrendelés,48800000.0,HUF,HU11,2019-01-16,4.0,"10554885243,HU10554885",Utiber Közúti Beruházó Kft,71322000-1,Nem,Igen,Igen,2019-01-30,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Utiber Közúti Beruházó Kft.,Kft.,-14 days,EKR000508092018_Utiber Közúti Beruházó Kft.
EKR000286972020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési keretszerződés 2020-2024 évekhez,Szolgáltatás megrendelés,801717380.0,HUF,HU110,2021-01-21,5.0,13260534-2-43,"Via Futura Mérnöki, Tanácsadó És Szolgáltató Kft.",71320000-7,Nem,Igen,Igen,2021-05-02,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Via Futura Mérnöki, Tanácsadó És Kft.",Kft.,-101 days,"EKR000286972020_Via Futura Mérnöki, Tanácsadó És Kft."
EKR000286972020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési keretszerződés 2020-2024 évekhez,Szolgáltatás megrendelés,801717380.0,HUF,HU110,2021-01-21,5.0,10554885-2-43,Utiber Közúti Beruházó Kft,71320000-7,Nem,Igen,Igen,2021-05-02,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Utiber Közúti Beruházó Kft.,Kft.,-101 days,EKR000286972020_Utiber Közúti Beruházó Kft.
EKR000286972020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési keretszerződés 2020-2024 évekhez,Szolgáltatás megrendelés,1004236447.0,HUF,HU110,2021-02-11,5.0,10554885-2-43,Utiber Közúti Beruházó Kft,71320000-7,Nem,Igen,Igen,2021-05-19,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Utiber Közúti Beruházó Kft.,Kft.,-97 days,EKR000286972020_Utiber Közúti Beruházó Kft.
EKR000286972020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési keretszerződés 2020-2024 évekhez,Szolgáltatás megrendelés,1004236447.0,HUF,HU110,2021-02-11,5.0,13260534-2-43,"Via Futura Mérnöki, Tanácsadó És Szolgáltató Kft.",71320000-7,Nem,Igen,Igen,2021-05-19,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Via Futura Mérnöki, Tanácsadó És Kft.",Kft.,-97 days,"EKR000286972020_Via Futura Mérnöki, Tanácsadó És Kft."
EKR000286972020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési keretszerződés 2020-2024 évekhez,Szolgáltatás megrendelés,735961202.0,HUF,HU110,2021-01-21,5.0,13260534243,"Via Futura Mérnöki, Tanácsadó És Szolgáltató Kft.",71320000-7,Nem,Igen,Igen,2021-05-30,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Via Futura Mérnöki, Tanácsadó És Kft.",Kft.,-129 days,"EKR000286972020_Via Futura Mérnöki, Tanácsadó És Kft."
EKR000286972020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési keretszerződés 2020-2024 évekhez,Szolgáltatás megrendelés,735961202.0,HUF,HU110,2021-02-12,5.0,12108129243,Unitef83 Műszaki Tervező És Fejlesztő Zrt.,71320000-7,Nem,Igen,Igen,2021-05-30,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Unitef83 Műszaki Tervező És Fejlesztő Zrt.,Zrt.,-107 days,EKR000286972020_Unitef83 Műszaki Tervező És Fejlesztő Zrt.
EKR000275172020,EliHu Nonprofit Kft.,22604255206,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Vagyon- és felelőssébiztosítási szerződés,Szolgáltatás megrendelés,67967436.0,HUF,HU333,2020-09-22,3.0,"10456017444,HU 17781224",Uniqa Biztosító Zártkörűen Működő Részvénytársaság,66510000-8,Nem,Igen,Nem,2020-10-01,Igen,Nem,Igen,Elihu Nonprofit Kft.,Nonprofit Kft.,Uniqa Biztosító Zrt.,Zrt.,-9 days,EKR000275172020_Uniqa Biztosító Zrt.
EKR000282022020,Hungarocontrol Magyar Légiforgalmi Szolgálat Zártkörűen Működő Részvénytársaság,13851325244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Hirdetménnyel induló tárgyalásos eljárás,All Risks vagyon-és üzemszünetbiztosítás beszerzés,Szolgáltatás megrendelés,25948364.0,HUF,HU,2020-05-29,1.0,"10337587444,HU17780089",Allianz Hungária Zrt.,66000000-0,Nem,Igen,Nem,2020-06-21,Igen,Nem,Igen,Hungarocontrol Magyar Légiforgalmi Szolgálat Zrt.,Zrt.,Allianz Hungária Zrt.,Zrt.,-23 days,EKR000282022020_Allianz Hungária Zrt.
EKR000286972020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési keretszerződés 2020-2024 évekhez,Szolgáltatás megrendelés,19685000000.0,HUF,HU,2020-10-22,7.0,"10554885243,HU10554885",Utiber Közúti Beruházó Kft,71320000-7,Nem,Igen,Igen,2020-11-12,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Utiber Közúti Beruházó Kft.,Kft.,-21 days,EKR000286972020_Utiber Közúti Beruházó Kft.
EKR000286972020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Tervezési keretszerződés 2020-2024 évekhez,Szolgáltatás megrendelés,19685000000.0,HUF,HU,2020-10-22,7.0,"13260534243,HU13260534","Via Futura Mérnöki, Tanácsadó És Szolgáltató Kft.",71320000-7,Nem,Igen,Igen,2020-11-12,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Via Futura Mérnöki, Tanácsadó És Kft.",Kft.,-21 days,"EKR000286972020_Via Futura Mérnöki, Tanácsadó És Kft."
