Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR001563762019,Nkm Áramhálózati Kft.,13792679206,,KO - Villamos energia,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"Kiemelt tervezési, kivitelezési munkák - III.",Építési beruházás,2500000000.0,HUF,HU33,2020-03-31,1.0,"11963877213,11963877",Juko Építőipari És Szolgáltató Kft.,45231400-9,Nem,Igen,Igen,2020-04-19,Igen,Nem,Igen,Nkm Áramhálózati Kft.,Kft.,Juko Építőipari És Kft.,Kft.,-19 days,EKR001563762019_Juko Építőipari És Kft.
EKR001563762019,Nkm Áramhálózati Kft.,13792679206,,KO - Villamos energia,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"Kiemelt tervezési, kivitelezési munkák - III.",Építési beruházás,2500000000.0,HUF,HU33,2020-03-31,1.0,"10823541242,HU10823541",Kábel Team Villamosipari Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság,45231400-9,Nem,Igen,Igen,2020-04-19,Igen,Nem,Igen,Nkm Áramhálózati Kft.,Kft.,Kábel Team Villamosipari Kft.,Kft.,-19 days,EKR001563762019_Kábel Team Villamosipari Kft.
EKR001563762019,Nkm Áramhálózati Kft.,13792679206,,KO - Villamos energia,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"Kiemelt tervezési, kivitelezési munkák - III.",Építési beruházás,2500000000.0,HUF,HU33,2020-03-31,1.0,"10797675243,HU10797675",Fabricom ElectricalPvv Villanyszerelő Ipari Korlátolt Felelősségű Társaság,45231400-9,Nem,Igen,Igen,2020-04-19,Igen,Nem,Igen,Nkm Áramhálózati Kft.,Kft.,Fabricom Electricalpvv Villanyszerelő Ipari Kft.,Kft.,-19 days,EKR001563762019_Fabricom Electricalpvv Villanyszerelő Ipari Kft.
EKR001563762019,Nkm Áramhálózati Kft.,13792679206,,KO - Villamos energia,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"Kiemelt tervezési, kivitelezési munkák - III.",Építési beruházás,2500000000.0,HUF,HU33,2020-04-07,2.0,"25433971213,HU25433971,Cg. 13-09-201832",ForestVill Villamosipari És Energetikai Létesítményeket Tervező És Kivitelező Korlátolt Felelősségű Társaság,45231400-9,Nem,Igen,Igen,2020-04-19,Igen,Nem,Igen,Nkm Áramhálózati Kft.,Kft.,Forestvill Villamosipari És Energetikai Létesítményeket Tervező És Kivitelező Kft.,Kft.,-12 days,EKR001563762019_Forestvill Villamosipari És Energetikai Létesítményeket Tervező És Kivitelező Kft.
EKR001563762019,Nkm Áramhálózati Kft.,13792679206,,KO - Villamos energia,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"Kiemelt tervezési, kivitelezési munkák - III.",Építési beruházás,2500000000.0,HUF,HU33,2020-04-07,2.0,"13564508208,HU 13564508",VillKorr Hungária Villamosipari Korlátolt Felelősségű Társaság,45231400-9,Nem,Igen,Igen,2020-04-19,Igen,Nem,Igen,Nkm Áramhálózati Kft.,Kft.,Villkorr Hungária Villamosipari Kft.,Kft.,-12 days,EKR001563762019_Villkorr Hungária Villamosipari Kft.
EKR001573152019,Nkm Áramhálózati Kft.,13792679206,,KO - Villamos energia,Uniós eljárásrend,Nyílt eljárás,Alépítményi munkák - KAP,Építési beruházás,857693041.0,HUF,HU332|HU333,2020-08-13,1.0,11976202204,Ódium Trió Kft,45232000-2,Nem,Igen,Igen,2020-08-31,Igen,Nem,Igen,Nkm Áramhálózati Kft.,Kft.,Ódium Trió Kft.,Kft.,-18 days,EKR001573152019_Ódium Trió Kft.
EKR001573152019,Nkm Áramhálózati Kft.,13792679206,,KO - Villamos energia,Uniós eljárásrend,Nyílt eljárás,Alépítményi munkák - KAP,Építési beruházás,857693041.0,HUF,HU332|HU333,2020-08-13,1.0,14690460206,Cemy Kft,45232000-2,Nem,Igen,Igen,2020-08-31,Igen,Nem,Igen,Nkm Áramhálózati Kft.,Kft.,Cemy Kft.,Kft.,-18 days,EKR001573152019_Cemy Kft.
EKR001573152019,Nkm Áramhálózati Kft.,13792679206,,KO - Villamos energia,Uniós eljárásrend,Nyílt eljárás,Alépítményi munkák - KAP,Építési beruházás,857693041.0,HUF,HU331|HU1,2020-08-13,3.0,"43706321223,HU43706321",Szabó Zoltán Egyéni Vállalkozó,45232000-2,Nem,Igen,Nem,2020-08-31,Igen,Nem,Igen,Nkm Áramhálózati Kft.,Kft.,Szabó Zoltán EV,EV,-18 days,EKR001573152019_Szabó Zoltán EV
EKR001580792019,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Gottsegen Gy. Orsz. Kardiológiai Int. kiv. munkái,Építési beruházás,1127778800.0,HUF,HU110,2020-10-08,2.0,"13707824241,HU13707824",Mester Építő Kft.,45000000-7,Nem,Igen,Igen,2020-10-15,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Mester Építő Kft.,Kft.,-7 days,EKR001580792019_Mester Építő Kft.
EKR001599462019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Keretszerződés - bontási munkák,Építési beruházás,1800000000.0,HUF,HU,2020-10-07,3.0,"24944234213,HU24944234",Grander Home Korlátolt Felelősségű Társaság,45110000-1,Nem,Igen,Igen,2020-10-14,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Grander Home Kft.,Kft.,-7 days,EKR001599462019_Grander Home Kft.
EKR001599462019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Keretszerződés - bontási munkák,Építési beruházás,1800000000.0,HUF,HU,2020-10-07,3.0,"10685079213,HU10685079",Richlik Trans Kft.,45110000-1,Nem,Igen,Igen,2020-10-14,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Richlik Trans Kft.,Kft.,-7 days,EKR001599462019_Richlik Trans Kft.
EKR001611502019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Budapest-Balaton kerékpáros útvonal – Etyek-Tordas,Építési beruházás,950788648.0,HUF,HU213,2020-10-12,9.0,13775502413,Magyar Alagútépítő És Bányászati Korlátolt Felelősségű Társaság,45233162-2,Nem,Igen,Igen,2020-11-01,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Magyar Alagútépítő És Bányászati Kft.,Kft.,-20 days,EKR001611502019_Magyar Alagútépítő És Bányászati Kft.
EKR001612912019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Dunakiliti jobb parti ártéri híd, kp. út építése",Építési beruházás,621430948.0,HUF,HU221,2020-07-06,4.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45221113-7,Igen,Igen,Nem,2020-07-21,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-15 days,EKR001612912019_Strabag Általános Építő Kft.
EKR001624052019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Bp-Balaton kerékpárút – Szfhvár bevez. terv/kivit.,Építési beruházás,365472000.0,HUF,HU211,2020-11-25,8.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233162-2,Nem,Igen,Nem,2020-12-08,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-13 days,EKR001624052019_Strabag Általános Építő Kft.
EKR001636882019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,M6 autópálya Bóly-Ivándárda között kivitelezés,Építési beruházás,90456480133.0,HUF,HU231,2020-12-10,4.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233100-0,Igen,Igen,Nem,2020-12-28,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-18 days,EKR001636882019_Strabag Általános Építő Kft.
EKR001636882019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,M6 autópálya Bóly-Ivándárda között kivitelezés,Építési beruházás,90456480133.0,HUF,HU231,2020-12-10,4.0,11426628403,Duna Aszfalt Út És Mélyépítő Korlátolt Felelősségű Társaság,45233100-0,Igen,Igen,Nem,2020-12-28,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Kft.,-18 days,EKR001636882019_Duna Aszfalt Út És Mélyépítő Kft.
EKR000003852020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Meghívásos eljárás,Budapesti Atlétikai Stadion kivitelezési munkák,Építési beruházás,150047812246.0,HUF,HU110,2020-11-02,2.0,"10738885220,HU10738885",Záév Építőipari Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Nem,2020-11-12,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Záév Építőipari Zrt.,Zrt.,-10 days,EKR000003852020_Záév Építőipari Zrt.
EKR000003852020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Meghívásos eljárás,Budapesti Atlétikai Stadion kivitelezési munkák,Építési beruházás,150047812246.0,HUF,HU110,2020-11-02,2.0,10759358244,Magyar Építő Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Nem,2020-11-12,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Magyar Építő Zrt.,Zrt.,-10 days,EKR000003852020_Magyar Építő Zrt.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"11876566215,HU11876566",KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Igen,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Kevíz 21 Építőipari Zrt.,Zrt.,-10 days,EKR000096522020_Kevíz 21 Építőipari Zrt.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"12523326215,HU12523326",Zemplénkő KeletMagyarországi Építőipari Fővállalkozó És Bányászati Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Igen,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Zemplénkő Keletmagyarországi Építőipari Fővállalkozó És Bányászati Kft.,Kft.,-10 days,EKR000096522020_Zemplénkő Keletmagyarországi Építőipari Fővállalkozó És Bányászati Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-10 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,393699000000.0,HUF,HU321|HU322|HU323,2020-11-27,6.0,"28733232403,HU17780890",Duna Aszfalt Út És Mélyépítő Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Nem,2020-12-07,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Zrt.,-10 days,EKR000096522020_Duna Aszfalt Út És Mélyépítő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU231,2021-04-01,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-104 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU233,2021-04-01,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-104 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU232,2021-04-01,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-104 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU232,2021-04-08,3.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-97 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU331,2021-05-10,3.0,28733232403,Duna Aszfalt Út És Mélyépítő Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Nem,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Zrt.,-65 days,EKR000096522020_Duna Aszfalt Út És Mélyépítő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU331,2021-05-10,3.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Nem,Igen,Nem,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-65 days,EKR000096522020_Strabag Általános Építő Kft.
EKR000096522020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2020-2024,Építési beruházás,47513549782.0,HUF,HU233,2021-06-11,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Nem,Igen,Igen,2021-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-33 days,"EKR000096522020_Soltút Útépítő, Fenntartó És Kft."
