Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR001537992019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,"Vegyszer, fogyóeszköz GINOP-2.3.2-15-2016-00018",Árubeszerzés,58660166.0,HUF,HU333,2020-04-29,1.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,33696500-0,Igen,Igen,Nem,2020-05-14,Nem,Nem,Igen,Szegedi Tudományegyetem,,Vwr International Kft.,Kft.,-15 days,EKR001537992019_Vwr International Kft.
EKR001539192019,Magyar Bányászati És Földtani Szolgálat,15300083242,N - Központi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Villamos energia beszerzése az MBFSZ részére,Árubeszerzés,15020463.0,HUF,HU110|HU311|HU322|HU232|HU231|HU213|HU120,2020-03-03,3.0,"26713111244,HU26713111",Nkm Energia Zrt.,09310000-5,Nem,Igen,Nem,2020-05-03,Nem,Nem,Igen,Magyar Bányászati És Földtani Szolgálat,,Nkm Energia Zrt.,Zrt.,-61 days,EKR001539192019_Nkm Energia Zrt.
EKR001547142019,Semmelweis Egyetem,15329808242,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,C íves képerősítő (Trauma) beszerzése,Árubeszerzés,59600000.0,HUF,HU11,2020-06-15,5.0,"10824487241,HU10824487",Diagnosticum Gyártó És Forgalmazó Zártkörűen Működő Részvénytársaság,33111000-1,Nem,Igen,Igen,2020-06-23,Igen,Nem,Igen,Semmelweis Egyetem,,Diagnosticum Gyártó És Forgalmazó Zrt.,Zrt.,-8 days,EKR001547142019_Diagnosticum Gyártó És Forgalmazó Zrt.
EKR001553512019,Markusovszky Egyetemi Oktatókórház,15813860218,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Gasztroenterológiai endoszkópos anyagok beszerzése,Árubeszerzés,217340872.0,HUF,HU222,2020-11-09,1.0,"10361863241,HU10361863","Allegro Kereskedelmi, Kivitelező És Szolgáltató Korlátolt Felelősségű Társaság",33140000-3,Nem,Igen,Igen,2020-11-18,Nem,Nem,Igen,Markusovszky Egyetemi Oktatókórház,,"Allegro , Kivitelező És Kft.",Kft.,-9 days,"EKR001553512019_Allegro , Kivitelező És Kft."
EKR001562662019,"Budapest Főváros Xv. Kerületi Rákospalota, Pestújhely, Újpalota Önkormányzat Gazdasági Működtetési Központ",15792307242,U - Regionális vagy helyi hatóság,KL - Gazdasági és pénzügyek,Uniós eljárásrend,Nyílt eljárás,Élelmiszer alapanyagok beszerzése 10 részben,Árubeszerzés,158385388.0,HUF,HU110,2020-07-03,2.0,"14492846242,HU14492846",Mortak Fruit Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,15000000-8,Nem,Igen,Igen,2020-07-14,Nem,Nem,Igen,"Budapest Főváros Xv. Kerületi Rákospalota, Pestújhely, Újpalota Önkormányzat Gazdasági Működtetési Központ",,Mortak Fruit Kft.,Kft.,-11 days,EKR001562662019_Mortak Fruit Kft.
EKR001579512019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,Eszközbeszerzés GINOP projektek keretében II.,Árubeszerzés,63957104.0,HUF,HU333,2020-10-15,3.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Igen,Igen,Igen,2020-10-28,Nem,Nem,Igen,Szegedi Tudományegyetem,,Rk Tech Kft.,Kft.,-13 days,EKR001579512019_Rk Tech Kft.
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-15,2.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Rk Tech Kft.,Kft.,-12 days,EKR001580312019_Rk Tech Kft.
EKR001580312019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,MVP ÁOK eszközbeszerzés 15.,Árubeszerzés,74780427.0,HUF,HU231,2020-07-14,5.0,"10650400209,HU10650400,09-09-001214",Vwr International Korlátolt Felelősségű Társaság,38000000-5,Nem,Igen,Nem,2020-07-27,Igen,Nem,Igen,Pécsi Tudományegyetem,,Vwr International Kft.,Kft.,-13 days,EKR001580312019_Vwr International Kft.
EKR001583782019,Kiskunhalasi Szakképzési Centrum,15832025203,N - Regionális/helyi szintű,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Informatikai eszközök,Árubeszerzés,654000.0,HUF,HU331,2020-03-20,10.0,"24909707206,HU24909707",Etiam Korlátolt Felelősségű Társaság,42000000-6,Igen,Igen,Igen,2020-03-25,Igen,Nem,Igen,Kiskunhalasi Szakképzési Centrum,,Etiam Kft.,Kft.,-5 days,EKR001583782019_Etiam Kft.
EKR001589142019,HajdúBihar Megyei Kormányhivatal,15789312209,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"Tonerek, számítástechnikai eszközök szállítása_",Árubeszerzés,6536224.0,HUF,HU321,2020-05-07,8.0,"24909707206,HU24909707",Etiam Korlátolt Felelősségű Társaság,30125120-8,Nem,Igen,Igen,2020-05-25,Igen,Nem,Igen,Hajdúbihar Megyei Kormányhivatal,,Etiam Kft.,Kft.,-18 days,EKR001589142019_Etiam Kft.
EKR001589212019,Eszterházy Károly Egyetem,15834481210,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Informatikai eszközök beszerzése 3 részben,Árubeszerzés,11164500.0,HUF,HU312,2020-03-31,7.0,"12928099244,HU12928099,01-10-044852",TSystems Magyarország Zártkörűen Működő Részvénytársaság,30200000-1,Igen,Igen,Nem,2020-04-16,Nem,Nem,Igen,Eszterházy Károly Egyetem,,Tsystems Magyarország Zrt.,Zrt.,-16 days,EKR001589212019_Tsystems Magyarország Zrt.
EKR001593792019,Pécsi Tudományegyetem,EKRSZ_89809802,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,Vegyszer Dinamikus Beszerzési Rendszer PTE,Árubeszerzés,24369048.0,HUF,,2021-11-11,85.0,12395152-2-42,Rk Tech Kft.,33696500-0,,Igen,Igen,2022-10-24,,,,Pécsi Tudományegyetem,,Rk Tech Kft.,Kft.,-347 days,EKR001593792019_Rk Tech Kft.
EKR001593792019,Pécsi Tudományegyetem,EKRSZ_89809802,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,Vegyszer Dinamikus Beszerzési Rendszer PTE,Árubeszerzés,24369048.0,HUF,,2021-10-12,43.0,10650400-2-09,Vwr International Kft.,33696500-0,,Igen,Igen,2022-10-24,,,,Pécsi Tudományegyetem,,Vwr International Kft.,Kft.,-377 days,EKR001593792019_Vwr International Kft.
EKR001594272019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Infúziós szerelékek beszerzése,Árubeszerzés,28783500.0,HUF,HU333,2020-07-10,1.0,"25061978241,HU25061978",B. Braun Trading Kft.,33194120-3,Nem,Igen,Nem,2020-07-19,Nem,Nem,Igen,Szegedi Tudományegyetem,,B. Braun Trading Kft.,Kft.,-9 days,EKR001594272019_B. Braun Trading Kft.
EKR001594272019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Infúziós szerelékek beszerzése,Árubeszerzés,28783500.0,HUF,HU333,2020-07-10,3.0,"25061978241,HU25061978",B. Braun Trading Kft.,33194120-3,Nem,Igen,Nem,2020-07-19,Nem,Nem,Igen,Szegedi Tudományegyetem,,B. Braun Trading Kft.,Kft.,-9 days,EKR001594272019_B. Braun Trading Kft.
EKR001598812019,Digitális Kormányzati Ügynökség Zártkörűen Működő Részvénytársaság,26698180241,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Kliens oldali IT eszközök beszerzése (SZGR),Árubeszerzés,67163170481.0,HUF,HU,2020-10-05,8.0,"12928099244,HU12928099,01-10-044852",TSystems Magyarország Zártkörűen Működő Részvénytársaság,30200000-1,Igen,Igen,Nem,2020-11-05,Nem,Nem,Igen,Digitális Kormányzati Ügynökség Zrt.,Zrt.,Tsystems Magyarország Zrt.,Zrt.,-31 days,EKR001598812019_Tsystems Magyarország Zrt.
EKR001598812019,Digitális Kormányzati Ügynökség Zártkörűen Működő Részvénytársaság,26698180241,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Kliens oldali IT eszközök beszerzése (SZGR),Árubeszerzés,67163170481.0,HUF,HU,2020-10-05,8.0,"24909707206,HU24909707",Etiam Korlátolt Felelősségű Társaság,30200000-1,Igen,Igen,Igen,2020-11-05,Nem,Nem,Igen,Digitális Kormányzati Ügynökség Zrt.,Zrt.,Etiam Kft.,Kft.,-31 days,EKR001598812019_Etiam Kft.
EKR001598812019,Digitális Kormányzati Ügynökség Zártkörűen Működő Részvénytársaság,26698180241,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Kliens oldali IT eszközök beszerzése (SZGR),Árubeszerzés,67163170481.0,HUF,HU,2020-10-05,12.0,"12928099244,HU12928099,01-10-044852",TSystems Magyarország Zártkörűen Működő Részvénytársaság,30200000-1,Igen,Igen,Nem,2020-11-05,Nem,Nem,Igen,Digitális Kormányzati Ügynökség Zrt.,Zrt.,Tsystems Magyarország Zrt.,Zrt.,-31 days,EKR001598812019_Tsystems Magyarország Zrt.
EKR001598812019,Digitális Kormányzati Ügynökség Zártkörűen Működő Részvénytársaság,26698180241,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Kliens oldali IT eszközök beszerzése (SZGR),Árubeszerzés,67163170481.0,HUF,HU,2020-10-05,12.0,"24909707206,HU24909707",Etiam Korlátolt Felelősségű Társaság,30200000-1,Igen,Igen,Igen,2020-11-05,Nem,Nem,Igen,Digitális Kormányzati Ügynökség Zrt.,Zrt.,Etiam Kft.,Kft.,-31 days,EKR001598812019_Etiam Kft.
EKR001603622019,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Eszközbeszerzés II. EFOP-3.4.3-16-2016-00014,Árubeszerzés,10446774.0,HUF,HU333,2020-05-15,2.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38550000-5,Igen,Igen,Igen,2020-05-27,Igen,Nem,Igen,Szegedi Tudományegyetem,,Rk Tech Kft.,Kft.,-12 days,EKR001603622019_Rk Tech Kft.
EKR001598812019,Digitális Kormányzati Ügynökség Zrt.,EKRSZ_ 44899914,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Kliens oldali IT eszközök beszerzése (SZGR),Árubeszerzés,3888136142.0,HUF,HU3|HU1|HU2,2020-12-31,8.0,,TSystems Magyarország Zrt.,30200000-1,Igen,Igen,Igen,2021-03-16,Nem,Nem,Igen,Digitális Kormányzati Ügynökség Zrt.,Zrt.,Tsystems Magyarország Zrt.,Zrt.,-75 days,EKR001598812019_Tsystems Magyarország Zrt.
EKR001602382019,Legfőbb Ügyészség,15300148241,U - Egyéb típus:,KL - Közrend és biztonság,Uniós eljárásrend,Nyílt eljárás,Munkaállomások cseréje,Árubeszerzés,131693800.0,HUF,HU,2020-03-12,4.0,"12928099244,HU12928099,01-10-044852",TSystems Magyarország Zártkörűen Működő Részvénytársaság,30213000-5,Nem,Igen,Nem,2020-03-22,Igen,Nem,Igen,Legfőbb Ügyészség,,Tsystems Magyarország Zrt.,Zrt.,-10 days,EKR001602382019_Tsystems Magyarország Zrt.
EKR001598812019,Digitális Kormányzati Ügynökség Zártkörűen Működő Részvénytársaság,EKRSZ_44899914,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Kliens oldali IT eszközök beszerzése (SZGR),Árubeszerzés,6235296235.0,HUF,HU,2021-12-31,8.0,,TSystems Magyarország Zrt.,30200000-1,Igen,Igen,Igen,2022-10-06,Nem,Nem,Igen,Digitális Kormányzati Ügynökség Zrt.,Zrt.,Tsystems Magyarország Zrt.,Zrt.,-279 days,EKR001598812019_Tsystems Magyarország Zrt.
EKR001598812019,Digitális Kormányzati Ügynökség Zártkörűen Működő Részvénytársaság,EKRSZ_44899914,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Kliens oldali IT eszközök beszerzése (SZGR),Árubeszerzés,170259924.0,HUF,HU,2021-03-31,8.0,,Etiam Kft.,30200000-1,Igen,Igen,Igen,2022-11-03,Nem,Nem,Igen,Digitális Kormányzati Ügynökség Zrt.,Zrt.,Etiam Kft.,Kft.,-582 days,EKR001598812019_Etiam Kft.
EKR000461742018,Szegedi Tudományegyetem,15329815206,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"Eszközbeszerzés II. a ""Neurodegeneratív és immunológiai kórképek molekuláris biológiai alapjai: terápiás kísérletek kinureninekkel” elnevezésű - GINOP-2.3.2-15-2016-00034 számú - projekt keretében",Árubeszerzés,20437930.0,HUF,HU333,2019-05-17,1.0,"12395152242,HU12395152",Rk Tech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,38000000-5,Igen,Igen,Nem,2019-05-22,Igen,Nem,Igen,Szegedi Tudományegyetem,,Rk Tech Kft.,Kft.,-5 days,EKR000461742018_Rk Tech Kft.
EKR001623952019,Aqua Sport Egyesület,18812978115,U - Támogatott szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Eszközök beszerzése,Árubeszerzés,46218100.0,HUF,HU323,2020-03-12,3.0,"13446976241,HU13446976",BalázsDiák Kft.,37400000-2,Nem,Igen,Igen,2020-03-22,Nem,Nem,Igen,Aqua Sport Egyesület,,Balázsdiák Kft.,Kft.,-10 days,EKR001623952019_Balázsdiák Kft.
EKR000463562018,Mta Csillagászati És Földtudományi Kutatóközpont,EKRSZ_71462927,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Informatikai eszközök beszerzése,Árubeszerzés,1210401.0,HUF,HU11,2019-06-04,5.0,24909707-2-06,Etiam Kft.,30231300-0,Nem,Igen,Igen,2019-09-26,Igen,Nem,Igen,Mta Csillagászati És Földtudományi Kutatóközpont,,Etiam Kft.,Kft.,-114 days,EKR000463562018_Etiam Kft.
EKR000463562018,Mta Csillagászati És Földtudományi Kutatóközpont,15300320208,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Informatikai eszközök beszerzése keretmegállapodásos eljárásban,Árubeszerzés,15148166.0,HUF,HU11,2018-10-15,5.0,"24909707206,HU24909707",Etiam Korlátolt Felelősségű Társaság,30231310-3,Nem,Igen,Nem,2019-05-20,Igen,Nem,Igen,Mta Csillagászati És Földtudományi Kutatóközpont,,Etiam Kft.,Kft.,-217 days,EKR000463562018_Etiam Kft.
EKR000463562018,Mta Csillagászati És Földtudományi Kutatóközpont,15300320208,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Informatikai eszközök beszerzése keretmegállapodásos eljárásban,Árubeszerzés,15148166.0,HUF,HU11,2018-10-15,1.0,"24909707206,HU24909707",Etiam Korlátolt Felelősségű Társaság,30231310-3,Nem,Igen,Nem,2019-05-20,Igen,Nem,Igen,Mta Csillagászati És Földtudományi Kutatóközpont,,Etiam Kft.,Kft.,-217 days,EKR000463562018_Etiam Kft.
EKR001634202019,Pécsi Tudományegyetem,15329798202,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,IT eszközök beszerzése a PTE részére,Árubeszerzés,3659026.0,HUF,HU231,2020-05-07,5.0,"24909707206,HU24909707",Etiam Korlátolt Felelősségű Társaság,30200000-1,Igen,Igen,Igen,2020-05-19,Igen,Nem,Igen,Pécsi Tudományegyetem,,Etiam Kft.,Kft.,-12 days,EKR001634202019_Etiam Kft.
EKR001636952019,Idomsoft Informatikai Zártkörűen Működő Részvénytársaság,23083185241,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,EES projekthez kapcsolódóan szükséges eszközök,Árubeszerzés,48196800.0,HUF,HU32,2020-05-22,3.0,"24909707206,HU24909707",Etiam Korlátolt Felelősségű Társaság,30200000-1,Nem,Igen,Igen,2020-06-01,Nem,Nem,Igen,Idomsoft Informatikai Zrt.,Zrt.,Etiam Kft.,Kft.,-10 days,EKR001636952019_Etiam Kft.
EKR001648092019,Sásd Város Önkormányzata,15724186202,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,EFOP-2.1.2-16-2017-00023 Eszközbeszerzés,Árubeszerzés,20030610.0,HUF,HU231,2020-04-21,2.0,"13446976241,HU13446976",BalázsDiák Kft.,30000000-9,Igen,Igen,Igen,2020-04-28,Igen,Nem,Igen,Sásd Város Önkormányzata,,Balázsdiák Kft.,Kft.,-7 days,EKR001648092019_Balázsdiák Kft.
EKR001648092019,Sásd Város Önkormányzata,15724186202,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,EFOP-2.1.2-16-2017-00023 Eszközbeszerzés,Árubeszerzés,20030610.0,HUF,HU231,2020-04-21,4.0,"13446976241,HU13446976",BalázsDiák Kft.,30000000-9,Igen,Igen,Igen,2020-04-28,Igen,Nem,Igen,Sásd Város Önkormányzata,,Balázsdiák Kft.,Kft.,-7 days,EKR001648092019_Balázsdiák Kft.
EKR000475082018,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Villamos energia beszerzése,Árubeszerzés,7236674000.0,HUF,HU110,2018-12-28,3.0,"12928130244,HU12928130",ElműÉmász Energiakereskedő Korlátolt Felelősségű Társaság,09310000-5,Nem,Igen,Nem,2019-01-17,Nem,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Elműémász Energiakereskedő Kft.,Kft.,-20 days,EKR000475082018_Elműémász Energiakereskedő Kft.
EKR000018362020,Fejér Megyei Szent György Egyetemi Oktató Kórház,15360025207,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Traumatológiai és szájsebészeti implantátumok,Árubeszerzés,124580616.0,HUF,HU211,2021-02-19,1.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33100000-1,Nem,Igen,Nem,2021-03-03,Nem,Nem,Igen,Fejér Megyei Szent György Egyetemi Oktató Kórház,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-12 days,EKR000018362020_Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.
