Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR000046262020,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Budapest XVI. kerületi útépítések XLIX.,Építési beruházás,124076522.0,HUF,HU110,2020-04-03,5.0,"14300327244,HU14300327",Swietelsky Magyarország Korlátolt Felelősségű Társaság,45233120-6,Nem,Igen,Nem,2020-04-13,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Swietelsky Magyarország Kft.,Kft.,-10 days,EKR000046262020_Swietelsky Magyarország Kft.
EKR000087232020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Oszlopcsere 2020,Építési beruházás,437209530.0,HUF,HU110,2020-05-18,6.0,"10660935219,HU10660935",ControlsoftAutomatika Szolgáltató Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2020-05-27,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Controlsoftautomatika Kft.,Kft.,-9 days,EKR000087232020_Controlsoftautomatika Kft.
EKR000087232020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Oszlopcsere 2020,Építési beruházás,437209530.0,HUF,HU110,2020-04-30,5.0,"10756056213,10756056",ElCo Tech Elektromos Kommunikációs Technológiák Kft.,45315300-1,Nem,Igen,Igen,2020-05-27,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Elco Tech Elektromos Kommunikációs Technológiák Kft.,Kft.,-27 days,EKR000087232020_Elco Tech Elektromos Kommunikációs Technológiák Kft.
EKR000087232020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Oszlopcsere 2020,Építési beruházás,437209530.0,HUF,HU110,2020-04-30,3.0,12877395213,Álomszer Kereskedelmi És Szolgáltató Kft.,45315300-1,Nem,Igen,Igen,2020-05-27,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Álomszer Kft.,Kft.,-27 days,EKR000087232020_Álomszer Kft.
EKR000087232020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Oszlopcsere 2020,Építési beruházás,437209530.0,HUF,HU110,2020-05-18,9.0,"10660935219,HU10660935",ControlsoftAutomatika Szolgáltató Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2020-05-27,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Controlsoftautomatika Kft.,Kft.,-9 days,EKR000087232020_Controlsoftautomatika Kft.
EKR000087232020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Oszlopcsere 2020,Építési beruházás,437209530.0,HUF,HU110,2020-04-30,6.0,"10823541242,HU10823541",Kábel Team Villamosipari Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2020-05-27,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Kábel Team Villamosipari Kft.,Kft.,-27 days,EKR000087232020_Kábel Team Villamosipari Kft.
EKR000087232020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Oszlopcsere 2020,Építési beruházás,437209530.0,HUF,HU110,2020-04-30,5.0,14187834243,Spie Hungaria Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Nem,2020-05-27,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Spie Hungaria Kft.,Kft.,-27 days,EKR000087232020_Spie Hungaria Kft.
EKR000160812020,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Napsugár Óvoda udvarán műfüvesítési munkák,Építési beruházás,82346300.0,HUF,HU110,2020-04-03,5.0,"26749688242,HU26749688",Prémium Pázsit Kft.,45112723-9,Nem,Igen,Igen,2020-04-13,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Prémium Pázsit Kft.,Kft.,-10 days,EKR000160812020_Prémium Pázsit Kft.
EKR000499882018,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Lakások felújítása VII. ütem,Építési beruházás,13183232.0,HUF,HU110,2018-09-24,2.0,10673250242,Nodech Ipari És Szolgáltató Kereskedelmi Korlátolt Felelősségű Társaság,45300000-0,Nem,Igen,Igen,2018-10-04,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Nodech Ipari És Kft.,Kft.,-10 days,EKR000499882018_Nodech Ipari És Kft.
EKR000188632020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kábelrekonstrukció 2020.,Építési beruházás,196817017.0,HUF,HU110,2020-05-13,5.0,"13625146241,HU13625146",Viron Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2020-05-21,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Viron Kft.,Kft.,-8 days,EKR000188632020_Viron Kft.
EKR000188632020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kábelrekonstrukció 2020.,Építési beruházás,196817017.0,HUF,HU110,2020-05-13,6.0,14187834243,Spie Hungaria Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Nem,2020-05-21,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Spie Hungaria Kft.,Kft.,-8 days,EKR000188632020_Spie Hungaria Kft.
EKR000188632020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kábelrekonstrukció 2020.,Építési beruházás,196817017.0,HUF,HU110,2020-05-13,5.0,"10797675243,HU10797675",Fabricom ElectricalPvv Villanyszerelő Ipari Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2020-05-21,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Fabricom Electricalpvv Villanyszerelő Ipari Kft.,Kft.,-8 days,EKR000188632020_Fabricom Electricalpvv Villanyszerelő Ipari Kft.
EKR000188632020,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kábelrekonstrukció 2020.,Építési beruházás,196817017.0,HUF,HU110,2020-05-13,9.0,"13625146241,HU13625146",Viron Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2020-05-21,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Viron Kft.,Kft.,-8 days,EKR000188632020_Viron Kft.
EKR000216692020,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Budapest XVI. kerületi burkolat-felújítások 2020,Építési beruházás,83204175.0,HUF,HU110,2020-05-27,9.0,11185417211,Hornyák Útépítő És Szolgáltató Kft,45233223-8,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Hornyák Útépítő És Kft.,Kft.,-61 days,EKR000216692020_Hornyák Útépítő És Kft.
EKR000216692020,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Budapest XVI. kerületi burkolat-felújítások 2020,Építési beruházás,83204175.0,HUF,HU110,2020-06-05,8.0,11772149242,RokLa Építőipari Szolgáltató Korlátolt Felelősségű Társaság,45233223-8,Nem,Igen,Igen,2020-07-27,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Rokla Építőipari Kft.,Kft.,-52 days,EKR000216692020_Rokla Építőipari Kft.
EKR000277202020,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Elektromos gyorsszolgálati feladatok ellátása,Építési beruházás,40000000.0,HUF,HU110,2020-04-16,2.0,10456055241,PvvBitech IpariSzolgáltató Korlátolt Felelősségű Társaság,45300000-0,Nem,Igen,Igen,2020-04-20,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Pvvbitech Ipari Kft.,Kft.,-4 days,EKR000277202020_Pvvbitech Ipari Kft.
EKR000331582020,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Lakáscélú ingatlanok javítási és felújítási munkái,Építési beruházás,84840167.0,HUF,HU11,2020-09-14,3.0,"11066901244,HU 11066901","Jánosik És Társai Ipari, Szolgáltató És Karbantartó Korlátolt Felelősségű Társaság",45000000-7,Nem,Igen,Igen,2020-09-21,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,"Jánosik És Társai Ipari, És Karbantartó Kft.",Kft.,-7 days,"EKR000331582020_Jánosik És Társai Ipari, És Karbantartó Kft."
EKR000331582020,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Lakáscélú ingatlanok javítási és felújítási munkái,Építési beruházás,84840167.0,HUF,HU11,2020-09-14,3.0,12922361243,Cerb Szolgáltató És Kereskedelmi Kft.,45000000-7,Nem,Igen,Igen,2020-09-21,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Cerb Kft.,Kft.,-7 days,EKR000331582020_Cerb Kft.
EKR000331582020,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Lakáscélú ingatlanok javítási és felújítási munkái,Építési beruházás,84840167.0,HUF,HU11,2020-09-14,2.0,"11066901244,HU 11066901","Jánosik És Társai Ipari, Szolgáltató És Karbantartó Korlátolt Felelősségű Társaság",45000000-7,Nem,Igen,Igen,2020-09-21,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,"Jánosik És Társai Ipari, És Karbantartó Kft.",Kft.,-7 days,"EKR000331582020_Jánosik És Társai Ipari, És Karbantartó Kft."
EKR000331582020,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Lakáscélú ingatlanok javítási és felújítási munkái,Építési beruházás,84840167.0,HUF,HU11,2020-09-14,2.0,"11066901244,HU 11066901","Jánosik És Társai Ipari, Szolgáltató És Karbantartó Korlátolt Felelősségű Társaság",45000000-7,Nem,Igen,Nem,2020-09-21,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,"Jánosik És Társai Ipari, És Karbantartó Kft.",Kft.,-7 days,"EKR000331582020_Jánosik És Társai Ipari, És Karbantartó Kft."
EKR000348122020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Ivóvíz és szennyvíz víziközmű építés,Építési beruházás,802147105.0,HUF,HU321,2020-10-19,4.0,"12110508209,HU12110508",Debreceni Mélyépítő Holding Fővállalkozó És Tanácsadó Korlátolt Felelősségű Társaság,45247112-8,Nem,Igen,Igen,2020-10-29,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Debreceni Mélyépítő Holding Fővállalkozó És Tanácsadó Kft.,Kft.,-10 days,EKR000348122020_Debreceni Mélyépítő Holding Fővállalkozó És Tanácsadó Kft.
EKR000348122020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Ivóvíz és szennyvíz víziközmű építés,Építési beruházás,802147105.0,HUF,HU321,2020-10-19,4.0,"11876566215,HU11876566",KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45247112-8,Nem,Igen,Igen,2020-10-29,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Kevíz 21 Építőipari Zrt.,Zrt.,-10 days,EKR000348122020_Kevíz 21 Építőipari Zrt.
EKR000338592020,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Varázskorona 1 Óvoda felújítás I. ütem,Építési beruházás,153068315.0,HUF,HU110,2020-06-25,15.0,26347963241,Bulldozer International Construction Kft.,45210000-2,Nem,Igen,Igen,2020-06-28,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Bulldozer International Construction Kft.,Kft.,-3 days,EKR000338592020_Bulldozer International Construction Kft.
EKR000350952020,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Intézmények lapostető felújítása,Építési beruházás,68611960.0,HUF,HU110,2020-05-04,3.0,"23537608241,HUOOCSZ.01-09-970248",Windcollector Magyarország Kft.,45300000-0,Nem,Igen,Igen,2020-05-07,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Windcollector Magyarország Kft.,Kft.,-3 days,EKR000350952020_Windcollector Magyarország Kft.
EKR000351122020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,A Tócóvölgy gazdaságélénkítő környezeti megújítása,Építési beruházás,369199799.0,HUF,HU321,2020-11-13,4.0,"13223490215,HU13223490",Közmű Generál Építő És Szolgáltató Korlátolt Felelősségű Társaság,45112700-2,Igen,Igen,Igen,2020-11-26,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Közmű Generál Építő És Kft.,Kft.,-13 days,EKR000351122020_Közmű Generál Építő És Kft.
EKR000514602018,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,A Libakert gazdaságélénkítő környezeti megújítása,Építési beruházás,165893215.0,HUF,HU321,2018-11-26,2.0,"11907303209,HU11907303",Épkerservice ÉpítőipariKereskedelmi És Szolgáltató Zártkörűen Működő Részvénytársaság,45112700-2,Igen,Igen,Nem,2018-12-06,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Épkerservice Építőipari Zrt.,Zrt.,-10 days,EKR000514602018_Épkerservice Építőipari Zrt.
EKR000504142020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,"„2020. évi lakossági útépítéseinek kivitelezése""",Építési beruházás,144259615.0,HUF,HU321,2021-03-17,14.0,"23156164215,hu23156164",MagyarParképítő Kft.,45233228-3,Nem,Igen,Igen,2021-03-21,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Magyarparképítő Kft.,Kft.,-4 days,EKR000504142020_Magyarparképítő Kft.
EKR000507682020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Eszközök beszerzése DMJV EBI I-IV. - építés,Építési beruházás,30037180.0,HUF,HU321,2020-09-01,2.0,"12542392209,HU12542392",Bazár Parking 2000 Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2020-09-03,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Bazár Parking 2000 Kft.,Kft.,-2 days,EKR000507682020_Bazár Parking 2000 Kft.
EKR000507682020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Eszközök beszerzése DMJV EBI I-IV. - építés,Építési beruházás,30037180.0,HUF,HU321,2020-08-31,2.0,"24952729209,HU24952729",Biharimező Termelő És Kereskedelmi Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2020-09-03,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Biharimező Termelő És Kft.,Kft.,-3 days,EKR000507682020_Biharimező Termelő És Kft.
